ID,mse,w_cost,b,scale,test_acc
LFYPVQQ6,0.15944456982991712,0.5547381264672401,-0.23328209652123577,1.7580335187829155,0.4650201911137439
IZ5NU20E,0.2499539838204385,0.38968712423244867,0.15779119047900028,1.5948311105713204,0.3289923032525796
X2BGHV10,0.11128310744192993,0.6394967947257857,-0.64278756305351,1.3159530204097214,0.36345895055525446
FWZGY0XU,0.22060698328730374,0.4825909120149951,0.060062819985386755,2.526946658802757,0.5749132311181023
SPDQJPRH,0.20819297750497914,0.08551852900037056,-1.0,0.561851194244367,0.03554845085835724
AUBWTOVF,0.17060261080877853,0.4215139176945572,-0.11405350347059307,2.0721242143799237,0.5553192842156245
MERXBFBB,0.05741570882441847,0.44069852619772715,-0.2709959623678792,1.4514354547508062,0.6597579382000686
CXPJ8BXK,0.12448403018366853,0.9195104002910441,-0.7919012303775195,0.758243664841558,0.21525329995351178
ULXYNFYX,0.12839943074233817,0.5328986207375953,-0.026134453639424345,1.7803843590373083,0.5298072693263276
4KSYTS11,0.12392168254241342,0.4815230535705307,-0.31223358875539087,1.3288874909068695,0.37283442747037676
XM34JFLJ,0.32786477496250904,0.6496680680891461,-0.19149024896383382,3.0718156833803265,0.5730965820784311
EH1ASJPH,0.1160439215179369,0.6975575856821709,-0.7181476728985091,1.019785055565044,0.2802963188964567
AVJ07QLR,0.5210336200738322,0.5716562897778267,-0.27913489584561973,1.325337990505939,0.056235832102609025
Y04YO1G7,0.42196111889235205,0.6585274132065022,-0.3211897069950844,2.1709135080473683,0.3324165039063788
KGCT3D1B,0.18660243596713197,0.5540506533633484,-0.10664501790591971,1.7124172857948252,0.36176936129481185
4IPJA54B,0.12939376613377637,0.4788515085354487,-0.42644204103766475,1.2081787792460623,0.3537594034879831
QADPUMOE,0.25659470566132525,0.2626874755918995,0.0006798481249470205,1.7426386032614227,0.4697189370977125
31BHBESS,0.3908644600607091,0.6567915899748841,-0.26577263360034753,3.3750448101594945,0.5536161060198366
QOGZCC68,0.05468461282352816,0.36681202632458826,-0.21693683834877628,1.2424842760678154,0.5783754001505887
5EVAFKOI,0.35487660984598773,0.2508176915722504,-0.8114373589166758,0.3521273487023732,-0.3706703445108831
ZCB66JDA,0.37212314095638327,0.023167469336461362,0.1683346137256792,1.0656926609509167,0.2547222244858175
L4OQKLM7,0.049018841013464216,0.588334114762427,-0.34832866730624434,1.4109518869068776,0.6227439442166895
5VBWGKFO,0.20706940247021272,0.4507119823681437,-0.041050039900486085,2.8263877764884953,0.6446296562415312
LULB5GYR,0.5231669194569101,0.7718585935303388,-0.27241180848200014,2.278528293390489,0.2648712366769014
G6R1E33Y,0.21928445907097507,0.7390796948913605,-0.4578809463762711,1.1682322959102052,0.1425709494934259
65DQZSPQ,0.14708693445114251,0.2804393567734952,-0.04175719989373521,0.8202981450243817,0.1943322076949703
P0FDEP5V,0.1670186398612562,0.5130848572317401,-0.49759160609642417,1.2043336542926193,0.2633710858318287
ZKKOEIOD,0.166531376082226,0.0,-1.0,0.23252567497528284,-0.08706048127204076
Q6NRG45L,0.1921300022807386,0.3455858810934192,0.055455061199636044,2.2782181905111343,0.6177486601433739
MGE91R3O,0.2555874749346953,0.80006443772624,-0.33561463730840285,3.1280010037647763,0.6244484949054365
6M792YMW,0.3463148964231626,1.0,-0.32081744115781013,1.8423478177302586,0.42295234551960165
2CD0B69O,0.21712890402483456,0.19695717647203956,0.16045833863681816,1.8577544411290006,0.5464533830653454
31ME01V3,0.1415934731282591,0.40708658935490183,-0.32636768688292295,1.4220388055486146,0.4538707669922573
71LLEFLB,0.31687379831791634,0.6947730252133746,-0.3655092811366429,1.06820422984435,0.01689514146630584
78KLS8FR,0.14958048237491992,0.26081453227816065,-0.08338178221603804,1.441553601890271,0.5324328347977628
KNERI0ML,0.17254019198958492,0.0,-0.8052711098988778,0.39939024480353186,0.11624140591787312
9CKX44CO,0.2158712617576108,0.4987850876307856,-0.1444094839484194,2.221615700608249,0.48993645611629966
SCZ5DPG9,0.08043571280407211,0.5682161422771382,-0.3644199810536213,2.092255904529918,0.6502037769030491
B2CFWWQJ,0.11231479647588373,0.44049418599932605,-0.04406145324749553,2.284150077343058,0.7373723322118112
R7G6H8LP,0.19812663777381484,0.5350230273192307,-0.21017693846800986,2.2458884130848427,0.5457853647757427
H04ZVH49,0.2195746377330802,0.6193796344819827,-0.1284108902932988,2.848982301646183,0.6341332860359992
EYV4366S,0.322765519730883,0.5799360503618218,-0.14922118937438042,3.1104703695299976,0.5370554801866124
Z1VJ15F0,0.2040889698739149,0.4309286009790856,-0.2173870053197333,1.8534421320017669,0.49310322517789607
5B9N6IL8,0.09149710184929366,0.14016517906493697,0.10619368143534816,0.720454949862139,0.3594143386593833
PAWXOLHN,0.2031832525129689,0.39583911217584505,0.041033040933243926,1.9972779723374292,0.4933291123833762
XYWQCXF1,0.09808786776890832,0.0,-0.20778724568012538,0.5579533156669412,0.31305172011369464
8R5PPMRT,0.22856621045959824,0.5732605659353119,-0.15854550340126947,1.726596886447786,0.3288575317147051
BKRUDJZS,0.23616861018777965,0.5164162731863301,-0.15853237049413826,2.130043817535374,0.47701655984707186
06TCS2X1,0.22440227492256143,0.2859852522586674,0.40642365818777354,2.4698292732745903,0.6426962439290417
K7V9D9OJ,0.283057505680604,0.5031749043282804,0.20022464663077724,2.183719436891563,0.4370932343139268
SUI6H62Y,0.07530188317734882,0.48159145373406226,-0.35010248020972884,1.3927595264856878,0.520626203486231
RBDA9YKD,0.18862027948612375,0.5057773185357931,-0.20088336557893205,1.712542175581138,0.3956501795205062
EWEL91GD,0.1558821839806348,0.5525703686272341,-0.2999271469280924,2.048385086679058,0.5058331079096997
G8ACXQ1I,0.07996744283462567,0.4394716244458498,-0.12345142155056606,1.6237022774375884,0.6463807067754043
63R7N045,0.46132520103700964,0.32380041802493675,0.16072994047499975,3.216447444415811,0.5552830939592658
INDP9D1Z,0.260196399916378,0.11588748928791827,0.4085842060286016,1.9096433643029496,0.6178703360894773
PK1EQ7GG,0.1953460733802987,0.6410013833407591,-0.20132589811396473,2.167585490908436,0.5293795694489143
H4VWDUJF,0.2591921247238223,0.5970490566058506,-0.3181433894573012,1.6760754371027884,0.3205792157532404
FAL3UZA1,0.030157961966257193,0.5371289064354978,-0.7691100810988105,0.5981327915334727,0.33741440383063226
AZCEER54,0.20039069503216664,0.45253596258844003,-0.04243198374870556,2.3649850521412,0.5876705524064346
KJ2KEPZX,0.13657552611699117,0.44674717748251724,-0.005188492654025331,2.9435412800899523,0.7658126469890375
42FPD463,0.23146223042585906,0.4918586230854303,-0.10669915248885074,2.5390978568991676,0.5935864217467481
ZIPHUMXZ,0.16577803297414434,0.536007298045318,-0.3446445985034083,1.932033592826867,0.5194010458840994
NPK6DLQB,0.1749922775906459,0.43246346304698824,-0.11251534441802488,1.9393389151562153,0.5453641423034475
5G72WPOC,0.2152102970836038,0.5385075282059903,0.040829228009548565,2.868670975528492,0.6394451673565456
T90JP02U,0.17179556514744124,0.7572976084520465,-1.0,0.8048132080417576,0.05927040235796788
PVHJ209L,0.3156942088317788,0.5618638161314805,-0.05439637629350158,2.8373900902781553,0.5248403895553853
3Y0LRDVE,0.28747761806642386,0.35643405655146654,0.08139447396911742,2.2628413347803322,0.5104314592222392
WXYY3SZ4,0.22523617334948112,0.018973902327220526,-1.0,0.4104870120170181,-0.06669912139690005
2L8WK0ZR,0.17086513042109255,0.47676674360527926,-0.24823905968122764,1.8203004997698027,0.43049688639271594
1D7DJOTV,0.035691106967164786,0.394111809056721,-0.5384422349682786,0.6223988525918431,0.388592011748926
8F6ELM9X,0.17679803904164612,0.6710876318125917,-0.7344874867625049,0.9719576153546345,0.16550303339761632
9EDMK667,0.21438801564205195,0.5864851452884018,-0.18225872664993376,1.948576381037471,0.3533349639464528
PVMJNOXS,0.3256942003055762,0.6890781903764277,-0.30349861294449293,2.709284359245818,0.517559048892897
2AEMFXN6,0.2982293970018005,0.3814005209318837,0.34814862677689945,2.077699728641348,0.4424137360029584
9VBB05E6,0.19484879988713721,0.6027550440695314,-0.27432405601713994,1.5723306937483776,0.32209942507482303
WT53E3JR,0.36060178031464984,0.6099437954324279,-0.015836817901915184,2.5192169047900768,0.463328992930114
TS4M6X87,0.0541035002959861,0.502147574767817,-0.9373627902758661,0.8030944090191188,0.37653004747012686
9PILLPD2,0.2635256501208881,0.5986170749865518,-0.16001150327282462,2.5407398293397683,0.548952016661976
5A1L6UBR,0.213503136002201,0.4534210836539814,-0.09362413338934775,2.4238641780753287,0.5934192421552514
XA738UZ2,0.05480622810394732,0.0,-1.0,0.45399170555760937,0.35380028037225536
PS0KXBV4,0.07398587934026671,0.16874446118879288,0.04975286377957232,1.222176165073636,0.6173024849323071
KDX7EP4L,0.16944272638384802,0.47937493229177336,-0.014971560227111642,2.8968482890665754,0.7042726914086334
XUTKVQ8I,0.24510647565541796,0.42149112300960045,-1.0,0.24932916557497983,-0.3554974456132543
ZL3C854P,0.055357672381993225,0.15202394402985753,-1.0,0.3283821638779574,0.05744988520470305
ENZ2ZHCC,0.3270289595670343,0.6445433631765591,-0.37423261563684973,2.255620226387089,0.3762095137172863
4RPF42BC,0.13672194250264053,0.5187320388107294,-0.0689245820941331,1.3294272931761355,0.3017049315478197
08W0Z2BK,0.1894247450084093,0.4183265064355559,-0.18274512566992912,1.7796010359851848,0.5030114006805859
T3FBJXCY,0.20305554909846255,0.3918144829128363,-0.005174403113481896,2.0736236733158058,0.5160017397781592
32YYU5O8,0.14193206843529235,0.3807422888857696,-0.7389598488236228,0.7262655931202812,0.1554580100531465
