ID,neg_llh,r2,AIC,BIC,w_cost,alpha,b,beta,test_acc
Z6PMZ8UK,23.644486305543825,0.3177643372524983,55.28897261108765,62.93706463280024,0.4880456687784323,3.0,0.061608388788147006,9.007565697741176,0.76
GTDAS4GM,19.459221337599697,0.4385255575336844,46.918442675199394,54.56653469691198,0.49413957441839546,0.9154695766399309,-0.09171092411702729,10.0,0.82
AUXKJ27B,26.04513393048638,0.24849628878396857,60.09026786097276,67.73835988268534,0.629623040342919,0.41448481869692627,-0.1840357667536823,10.0,0.74
QH026G52,15.940859803991149,0.5400440122655151,39.8817196079823,47.52981162969488,0.32786974026406396,1.3204553308268714,0.11307921770630655,10.0,0.8
PI8SFZN8,21.93281159399748,0.36715282961175744,51.86562318799496,59.51371520970755,0.5644075420614497,1.4675108008637634,-0.02440135713757086,10.0,0.82
K5PTHLL6,18.832275002469775,0.45661540490559327,45.66455000493955,53.312642026652135,0.0,1.6807134883190835,-0.18366312269725701,2.995798407933795,0.86
Q8XDAOE3,25.53208248635711,0.2632998242672929,59.06416497271422,66.7122569944268,0.45618552416959557,0.6459435055625582,0.055104404857717705,10.0,0.74
UB6T17K1,26.70561610495888,0.22943880162982777,61.41123220991776,69.05932423163034,0.7354854860596651,3.0,-0.013764713968876663,10.0,0.68
KYJZ17O9,18.43355936073551,0.468119906486691,44.86711872147102,52.51521074318361,0.40664442515792687,2.289544563805116,0.04231462131440436,10.0,0.76
HV05PDE5,20.343061162876836,0.41302333087633436,48.68612232575367,56.33421434746626,0.4744462500754706,0.32776170144290334,-0.23702094210802765,10.0,0.76
SSRJVJOA,30.333152265073686,0.1247702330529673,68.66630453014737,76.31439655185996,0.6340131494268216,2.3562254334476505,0.0035224491077102825,6.488893431525671,0.68
GL8A5W2X,18.10845518990567,0.4775004299872616,44.21691037981134,51.865002401523924,0.5279722602705839,0.9805210337580362,-0.12179219625515464,10.0,0.84
FANFDTGF,20.732820320038932,0.40177725881275805,49.465640640077865,57.11373266179045,0.43312509420504675,3.0,0.025307250501744642,8.738605590072893,0.74
Z5Z01L14,25.75730707037601,0.2568012164582859,59.51461414075202,67.1627061624646,0.544381482489663,0.5326454306331538,-0.2127193112464661,10.0,0.74
STEVQFM7,22.32305028751279,0.355892921053807,52.64610057502558,60.294192596738164,0.6288274378615631,0.5880700517327818,-0.33894169772641275,10.0,0.72
FLCJYUOE,28.394198606988883,0.18071660959361657,64.78839721397776,72.43648923569035,0.486412847002253,3.0,-0.0035748166736578315,4.469982407588028,0.66
LOUARDY5,26.992656749584896,0.22115655933911726,61.98531349916979,69.63340552088238,0.5408379693283586,0.545136465792794,0.39384826557561825,2.0897115015003473,0.84
HBWS3WRO,14.42656922802235,0.5837372023538168,36.853138456044704,44.50123047775728,0.32095860665609127,3.0,0.10008235190412625,10.0,0.88
ZJD9JZUZ,24.879565977371705,0.2821274708995213,57.75913195474341,65.407223976456,0.4438666379833088,1.2621661660544294,0.2145927135308743,9.781258246644196,0.66
B6FTZK8C,27.791495682360924,0.1981069400034171,63.58299136472185,71.23108338643443,0.6458874791522294,2.848257215265699,0.17810764031170395,8.578019279458974,0.6
OUPK9NEB,21.435981968162707,0.36886561465196777,50.871963936325415,58.43924512876792,0.772652790426302,3.0,-0.1377863973064853,9.000987440072358,0.7346938775510204
K73KC1UA,12.853996084993435,0.6291120718514764,33.707992169986866,41.35608419169945,0.5962938703680198,0.5696644870920816,-0.4491413598391961,10.0,0.86
8XBY00ER,16.546069898124777,0.5225813402354645,41.092139796249555,48.74023181796214,0.41233746843682056,1.0905588631388252,-0.09918271825204808,10.0,0.84
GD9WWI5X,26.030841126794854,0.24890869192409182,60.06168225358971,67.7097742753023,0.42727084544605337,3.0,0.18946862233945486,8.370757761608084,0.64
0VHV7J5M,26.03666143248609,0.2487407534009477,60.07332286497218,67.72141488668476,0.8413432506916548,0.10650475236891513,-0.8015684068065909,10.0,0.72
EAD9PTSG,20.497306742129556,0.40857274423099554,48.99461348425911,56.6427055059717,0.46219585256465745,1.2279798345307023,-0.027223125705918394,10.0,0.82
4JX9UQRW,23.5545941929645,0.32035807535316285,55.109188385929,62.75728040764159,0.7335878017727494,1.9950705037765688,-0.12287908839163027,10.0,0.72
MEEGF97M,24.291655690515622,0.2990909760062189,56.583311381031244,64.23140340274382,0.1356572322527713,0.0,0.9405447787488844,2.079835889142198,0.8
NK21IFFF,34.6563715927842,2.8491357701887488e-05,77.3127431855684,84.96083520728098,0.0,3.0,-3.0,1e-05,0.64
FHONN03W,22.16829158647655,0.3603583132641951,52.3365831729531,59.984675194665684,0.5814279406792294,0.5005472175953316,-0.3166692541839813,10.0,0.72
Z65DDRON,-0.0004984244681810965,1.00001438149017,7.999003151063638,15.647095172776222,0.0,3.0,-3.0,5.06801131952094,1.0
8JDP1S3Z,12.336990512959247,0.6367649993359084,32.67398102591849,40.241262218361,0.43912514375948264,0.925701086888473,-0.16892823623571132,10.0,0.8163265306122449
L9QZ9799,28.01159357637156,0.19175625719943212,64.02318715274312,71.6712791744557,0.2952532770989695,3.0,0.2684268796966983,6.3203085544900395,0.68
YL4D1KO7,19.335930189646106,0.44208298808844737,46.67186037929221,54.3199524010048,0.34331830369001637,3.0,0.204721453156727,10.0,0.76
YCCX1M79,26.422919749247008,0.23759569423908578,60.845839498494016,68.4939315202066,0.806004589441297,0.14408221953028583,-0.5145754143190899,10.0,0.7
ELF75Z11,26.780993586245888,0.22726386726087844,61.561987172491776,69.21007919420435,0.6003745217377447,0.29901310024046224,-0.32290931836211545,10.0,0.7
88SKGELB,9.923327178567977,0.7136733018072262,27.846654357135954,35.49474637884854,0.5515899565229866,2.1193274538053766,-0.13476038706338958,10.0,0.9
KM0U7C3O,11.235292833532057,0.6758179749225599,30.470585667064114,38.1186776887767,0.342665104674765,1.0679085421826844,-0.05018657369609895,10.0,0.9
3C9HH4P4,23.105068551031632,0.31972310575565543,54.210137102063264,61.77741829450577,0.7497595146509668,0.2568001893257279,-0.6229523784198361,9.666678254931623,0.7142857142857143
FPY3G2RN,19.73359159689014,0.43060890528476947,47.46718319378028,55.115275215492865,0.6938966814253931,0.45050486148459096,-0.5096396159961413,10.0,0.78
PV9L0NK4,22.898887666868756,0.3392777664227,53.79777533373751,61.4458673554501,0.0,2.390920619085799,-1.8556530689947588,0.6696393578130144,0.8
Y3ZW90BS,15.808461419851286,0.543864222109921,39.61692283970257,47.26501486141515,0.3908143716357166,3.0,-0.10089083749666362,6.510348763615705,0.84
ZRL8UU89,28.002713072577684,0.19201249437511259,64.00542614515537,71.65351816686795,0.5332292437349092,2.21877079986145,0.036128785529927494,7.174893674766849,0.7
2353145V,23.153106947822245,0.3319425485041009,54.30621389564449,61.954305917357075,0.32658988001675315,0.40880185251398615,0.09739454943613977,10.0,0.72
N9AJLIYJ,29.351355093216107,0.15309891127292208,66.70271018643221,74.3508022081448,0.7441428285252991,3.0,0.007580290909897477,8.995328246788512,0.66
92AMSAAZ,32.50031162798261,0.06223923173927148,73.00062325596522,80.64871527767781,0.0,3.0,0.746201694880741,1.8641752608790827,0.46
N83IXPDK,23.84104368181773,0.3120928902124882,55.68208736363546,63.330179385348046,0.0,3.0,-3.0,0.4285202708408115,0.82
JOVIWOO2,30.51834082736821,0.11942682064393406,69.03668165473641,76.684773676449,0.0,3.0,-2.997729234468808,0.24204569745986557,0.7
1GDCKLZO,7.380981933031271,0.787029879366495,22.761963866062544,30.410055887775126,0.0,0.8381561533153774,-0.001780831881364853,9.384763539358138,0.94
X67R06MS,11.775185847093296,0.6602399554570519,31.55037169418659,39.19846371589917,0.0,1.7076256422535707,-0.10169009227663098,4.88503239726571,0.92
Y4N8MCWN,12.744424426642237,0.6322736416139815,33.48884885328447,41.13694087499706,0.20745168088861757,0.8927698961969067,0.06903471867490055,10.0,0.88
YOMA8T3S,29.808153344847423,0.1399184998266172,67.61630668969485,75.26439871140742,0.4932132802130701,3.0,0.4038991985367658,3.8231145291235435,0.58
RE74M6LL,18.560091346785693,0.4644689651109224,45.12018269357139,52.76827471528397,0.27929592997313374,2.4798017911756567,0.20177133725166432,10.0,0.78
WPMH56EI,27.87707863124777,0.19563753808454298,63.75415726249554,71.40224928420812,0.0,3.0,0.46293785404296706,4.7343662554788715,0.64
PTS6FGY5,22.970045565736793,0.3372245834663601,53.94009113147359,61.58818315318617,0.629442358499455,2.0508017293000043,-0.017669817595721636,10.0,0.78
F7ARKNCT,22.91934847597428,0.33868739226611766,53.83869695194856,61.48678897366115,0.0,3.0,-0.02208464256843064,2.9417660523659657,0.8
1EN8B1B1,21.10494179500625,0.39104010268188527,50.2098835900125,57.85797561172509,0.5604872147457465,1.1766953216841731,-0.17354131918774365,8.7411509462132,0.78
C23E9AKY,17.14286551502321,0.5053614586969918,42.28573103004642,49.933823051759006,0.3239701128278044,2.7810619941892605,0.04530677780512473,10.0,0.76
S8PAC0ZH,5.842662001577479,0.8314164100946757,19.68532400315496,27.333416024867542,0.35132352775555337,1.0440131716255996,-0.2839976066752647,10.0,0.96
HM7GOAF9,23.662383662596397,0.3172479286872031,55.324767325192795,62.97285934690538,0.0,3.0,-0.0072361231001444,2.6066648825500818,0.78
LAA1OD1K,22.78998760278197,0.34241995807090997,53.57997520556394,61.228067227276526,0.5994855035565826,1.0729948718297873,-0.16472362621663988,10.0,0.76
0IT5KN4M,30.13410171869119,0.13051361777601256,68.26820343738238,75.91629545909497,0.7361232578750376,3.0,-0.006351119734111809,7.241736722657892,0.6
6WV2NEE0,25.556750263786235,0.26258806266395784,59.11350052757247,66.76159254928506,0.6212670779518571,0.41933177552221046,-0.1739217400136283,10.0,0.64
ZD5YRLF3,28.507096181254777,0.17745907418318052,65.01419236250956,72.66228438422213,0.7039386158430212,3.0,0.0691962045510135,10.0,0.64
HVPDYHIR,32.029351743153065,0.07582826154529598,72.05870348630613,79.70679550801871,0.4556571470101122,0.8598280677941891,0.10124615529223167,4.155296003563109,0.6
POW9GSVY,34.65637137466772,2.849765121304415e-05,77.31274274933544,84.96083477104803,0.0,3.0,-2.9996854041763923,1e-05,0.66
BJWPOBQK,26.381613360694022,0.23878754467753427,60.763226721388044,68.41131874310062,0.820230329097004,0.15439805701592416,-0.7474148808161936,10.0,0.7
5DO63X5J,9.423235657081726,0.7225539724163295,26.846471314163452,34.41375250660596,0.0,1.5826721141735929,-0.0736272698063589,5.956599508590096,0.9387755102040817
9TCBNURI,15.709563634384802,0.5467178090028689,39.4191272687696,47.067219290482186,0.20978613849323519,1.0207550610799743,0.12506788548660372,10.0,0.82
M5KTEK0H,16.082464509036843,0.5359581641507958,40.164929018073686,47.81302103978627,0.4902007531552053,0.08991998803207306,-0.42779687802510347,10.0,0.8
DNF7I1P8,16.911272089491046,0.5120438324273466,41.82254417898209,49.47063620069468,0.28259235252568615,3.0,0.07557257688290543,7.568693790857745,0.82
THDOFYVJ,23.912301686414636,0.31003681881537615,55.82460337282927,63.47269539454186,0.6978847972168549,1.0043964007197603,-0.2407038611735743,10.0,0.8
M59HVEQF,10.673144476699234,0.6920381478554918,29.346288953398467,36.99438097511105,0.31584857108464476,0.7008894946373357,-0.13686433057710115,10.0,0.9
MK4MT68C,21.970022078589494,0.36607916197995805,51.94004415717899,59.588136178891574,0.603225342678305,2.2357062630180997,0.013245138222268414,10.0,0.82
LYNM91ED,21.58287401414517,0.3772498938332298,51.16574802829034,58.81384005000292,0.6509855440140918,1.217133786359419,-0.2040522088142659,10.0,0.76
TO5RXBKL,24.508267417754773,0.29284088271249253,57.016534835509546,64.66462685722213,0.0,3.0,0.15526996682872626,4.505920213004,0.78
IPBY8TLI,22.69841125686255,0.3450622928733236,53.3968225137251,61.044914535437684,0.0,3.0,0.04247597229150481,3.076061396184153,0.76
FAABLIH3,26.32706442990973,0.2403614941161002,60.65412885981946,68.30222088153204,0.7579083700466765,0.24271995350080144,-0.605855652190098,10.0,0.66
B5TKEJ2C,30.311915418592964,0.12538299891500448,68.62383083718592,76.2719228588985,0.8116016748983864,0.2780910384077068,-0.5909918478223289,10.0,0.56
2ZE636RI,-0.0004971197454158501,1.0000143438438287,7.999005760509168,15.647097782221753,0.0,3.0,-3.0,4.853442716177865,1.0
2YD3BL09,10.503370997745197,0.6969367749787208,29.006741995490394,36.65483401720298,0.5460589038714493,0.9562675487231407,-0.3192353737190536,10.0,0.88
O5GG3FTV,24.668249098016542,0.28822478717755784,57.336498196033084,64.98459021774566,0.7751873819932303,3.0,-0.1472519718638182,8.151666207075564,0.74
3QTXT7DJ,4.11945191939711,0.8811377428941054,16.238903838794222,23.886995860506804,0.0,2.4413483135675715,-0.28535387706949383,5.627495941857429,0.98
IRYI65XQ,12.145109165413835,0.6495662247200473,32.29021833082767,39.938310352540256,0.850489403867235,0.6564871579221274,-0.7191035201477921,10.0,0.92
3MC0RP22,27.766713474929283,0.19882200335869538,63.533426949858566,71.18151897157115,0.9317253856117799,0.133616478366933,-0.8971146528782186,10.0,0.66
I4T5QOQ3,34.65636925877333,2.8558703019876397e-05,77.31273851754666,84.96083053925925,0.0,3.0,-3.0,1e-05,0.58
GUBD8BKK,18.395549353340513,0.46921664347014924,44.791098706681026,52.43919072839361,0.3252215998718308,0.8691235825524565,0.020712173290446875,10.0,0.84
Y11W6YEE,20.52259180081872,0.4078431716554066,49.04518360163744,56.693275623350026,0.5795648056293495,0.7247316933224326,0.025450826776482652,10.0,0.76
TWUPRP9C,17.1427199450002,0.5053656589599977,42.2854398900004,49.93353191171298,0.35095169613905325,0.8416718581574111,-0.058130426596742925,10.0,0.84
AV6YPXJU,25.862275950289092,0.25377245480832045,59.724551900578184,67.37264392229076,0.41534397829054803,3.0,0.12012013302468534,8.144375266030538,0.72
KLPEK6B4,24.84602828148074,0.28309516425041603,57.69205656296148,65.34014858467407,0.395856541795524,3.0,0.16520494157275786,8.440692568838188,0.66
I3Z3I3RS,20.620628582479036,0.4050144280808856,49.24125716495807,56.88934918667066,0.3450576447220158,0.4596324722145825,0.16892714831182098,10.0,0.78
6MGZ913N,10.766690987042624,0.6893389661241942,29.53338197408525,37.18147399579783,0.5480132538889779,2.5642808943061155,-0.16229004666271807,10.0,0.88
S2IKMVQK,10.170947611140273,0.7065284864053296,28.341895222280545,35.98998724399313,0.646194102671882,0.3039020936849737,-0.6421151944342832,10.0,0.94
B7HURJW2,21.24697520232365,0.3869418848343378,50.4939504046473,58.142042426359886,0.8138975578143032,0.5630063649085572,-0.5916865236605711,10.0,0.8
FS5JUY7H,15.343287711069829,0.5572862981661397,38.686575422139654,46.33466744385224,0.18394150089900088,2.9973798564256366,0.1970220023556035,9.727678532973838,0.86
0BUK3E0S,24.82002880536003,0.28384535055571725,57.64005761072006,65.28814963243265,0.6046173525086377,0.7641478341254148,-0.43362939289479374,4.199684182304364,0.74
14ZLZMV8,25.193628630315782,0.2730655382609043,58.387257260631564,66.03534928234414,0.0,3.0,0.15770230194283463,3.6513750093869475,0.76
AEAFGGIP,21.84857113057983,0.36958349558805415,51.69714226115966,59.34523428287225,0.3619669607441135,0.20817204297045813,-0.037218268429946154,10.0,0.74
RQJRN75N,14.23642618504486,0.5892235708570799,36.47285237008972,44.120944391802304,0.32840564305443215,1.7057731666807656,0.025068041339698283,10.0,0.86
5IEHSDSC,28.860574734121577,0.1672598390775497,65.72114946824315,73.36924148995574,0.7302054004528813,0.20649108784087603,-0.5684236935168278,9.837017973785896,0.56
OVU0ULGA,28.201487619133953,0.18627707332367893,64.40297523826791,72.05106725998048,0.4751124204844653,0.5385598210894582,0.33991267830071603,2.092470979310705,0.62
AE7CJHC5,17.583524423305704,0.4926467302629378,43.16704884661141,50.815140868323994,0.37194732762578187,3.0,0.07154074291637232,10.0,0.82
YKQ5273D,26.83104332664166,0.2100201398117788,61.66208665328332,69.22936784572582,0.8541400418964543,0.4434967638904145,-0.5338301544131884,10.0,0.6938775510204082
ABPH33RI,24.523298098237113,0.2924071889486314,57.046596196474226,64.69468821818681,0.6045878784924075,0.5687483427086404,-0.25976889883894705,10.0,0.76
TMKF6UR9,27.147876969002038,0.21667785052314115,62.295753938004076,69.94384595971665,0.6064203161669454,0.03895524671362245,-0.3089336330261047,10.0,0.76
3MQ2BEJ6,23.754658779975664,0.3145854316023927,55.50931755995133,63.15740958166391,0.4721273725816199,0.12744565152588952,-0.21790418872580494,10.0,0.74
B3FARQZU,8.328096283184026,0.759701935844092,24.656192566368052,32.304284588080634,0.0,3.0,-2.3443243868952415,1.1300035606636762,0.96
J330EMLE,11.865910581661588,0.6576221929640991,31.731821163323175,39.37991318503576,0.7020141775935059,0.48821754919369714,-0.6114343096381263,10.0,0.92
8YTSZB2C,15.644327966869936,0.5486001124831246,39.288655933739875,46.936747955452454,0.4645665386787552,1.7570006333802195,-0.06595177702991727,10.0,0.78
FVWFE3K6,13.09025455313607,0.6222950934443283,34.18050910627214,41.828601127984726,0.2234811155520316,0.039455072372206176,-0.12640067435914976,10.0,0.88
XRQTASLE,22.04026773981476,0.3640523006380849,52.08053547962952,59.7286275013421,0.26537143573340954,3.0,-0.0012420497799154905,4.8592722656019935,0.8
K12NR4N9,26.386274760203595,0.15405893902045886,60.77254952040719,67.99919947948847,0.6668254982264347,0.19727515079264085,-0.4236343461724185,10.0,0.5777777777777777
H5Q4ERRC,1.8674497754641526,0.9461167893965732,11.734899550928304,19.38299157264089,0.0,1.8187402234506032,-0.024237725192924383,10.0,0.98
IFQ5DUQ4,24.235801347103294,0.30070259169128044,56.47160269420659,64.11969471591917,0.4056128060602468,3.0,0.19568384971293004,9.952778337947645,0.68
TLZU75MF,28.10751380972337,0.17243733091824576,64.21502761944674,71.78230881188924,0.8491920712241976,0.23005387702062938,-0.7061347528259684,10.0,0.6122448979591837
CMB283XT,26.27131813529357,0.24196999217191362,60.54263627058714,68.19072829229972,0.0,3.0,-1.9531133333189106,0.5107189200356456,0.78
65EF8817,12.73857613586794,0.6324423876159366,33.477152271735875,41.12524429344846,0.2647149824544293,0.35657135303892684,-0.09818067802301117,10.0,0.9
JOB9AH7F,14.498554751281398,0.5731225910259021,36.99710950256279,44.5643906950053,0.0,3.0,-0.17178437608629057,3.8553641589516006,0.8979591836734694
DDAA1UO5,11.570547899358536,0.6661445585045446,31.14109579871707,38.78918782042965,0.37909141441263516,0.6651035305485521,-0.21542674429200565,10.0,0.9
1RYZ8NMP,11.37997292729585,0.6716433898467924,30.7599458545917,38.408037876304284,0.0,3.0,-3.0,0.7855472650006016,0.94
VRQA95W1,24.17584345743729,0.3024326106929467,56.35168691487458,63.99977893658716,0.6185083733402641,1.141225128253459,-0.10734451972846,10.0,0.72
ZAK14ZU8,25.988558247899782,0.2501287179180204,59.977116495799564,67.62520851751215,0.6949640570677645,1.0682746738034885,-0.0358352970555869,9.762836802457784,0.68
6XCEPJGH,-0.000497090688784964,1.0000143430054316,7.99900581862243,15.647097840335014,0.0,3.0,-3.0,4.880676768010295,1.0
4ZFPW2MZ,23.295249125796307,0.32784119219881414,54.590498251592614,62.2385902733052,0.6240241471436866,3.0,-0.16990001663333304,4.996022473727014,0.8
LFYPVQQ6,19.771111182523185,0.4295263188821894,47.54222236504637,55.190314386758956,0.5004271999838295,1.1961834290950495,-0.1335101958542351,9.714716500521119,0.82
IZ5NU20E,30.91789072259784,0.10789824759522415,69.83578144519568,77.48387346690826,0.5044795647840373,1.4211732441664753,0.06444800508537751,5.93027233971902,0.6
X2BGHV10,5.052131062172375,0.8542263114136565,18.10426212434475,25.752354146057336,0.735036776791376,3.0,-0.3916148531461987,10.0,0.96
FWZGY0XU,34.6563665231743,2.86376357230278e-05,77.3127330463486,84.96082506806118,0.0,3.0,-3.0,1e-05,0.76
SPDQJPRH,16.2671624691518,0.5306289075283928,40.5343249383036,48.182416960016184,0.06456467165922579,3.0,-3.0,0.6431080622716556,0.9
AUBWTOVF,16.161960417127535,0.5336643971033277,40.32392083425507,47.972012855967655,0.498407592475059,0.9894897578974621,-0.16237599767245137,10.0,0.82
MERXBFBB,7.291811426574419,0.7853089758323185,22.58362285314884,30.150904045591346,0.4355174852239483,2.2043825904062313,-0.1615828410732304,10.0,0.8979591836734694
CXPJ8BXK,19.720291379699173,0.43099266843245254,47.440582759398346,55.08867478111093,0.9464565753673696,0.4099007663800938,-0.8334937879556219,10.0,0.8
ULXYNFYX,25.296105989734897,0.2701086666961572,58.592211979469795,66.24030400118238,0.640916920111655,2.0908234400355283,-0.013831869016135478,10.0,0.78
4KSYTS11,14.221964210634166,0.5896408552323553,36.44392842126833,44.09202044298092,0.9315791173013191,0.4177853797086859,-0.8972832847726031,10.0,0.88
XM34JFLJ,20.773370852072144,0.4006072177833636,49.54674170414429,57.194833725856874,0.6107102931241049,1.2750583999204335,-0.08793840016365362,10.0,0.8
EH1ASJPH,14.576205270584719,0.5794196188229571,37.15241054116944,44.80050256288202,0.7005358002228192,1.5636826079355928,-0.5780628838242783,5.039496235214204,0.88
AVJ07QLR,27.797070011117047,0.18157765191261455,63.59414002223409,71.1614212146766,0.8142901827705322,3.0,-0.1859936491501156,5.250896807694903,0.6938775510204082
Y04YO1G7,24.26492380307934,0.2998622952349774,56.52984760615868,64.17793962787127,0.8324176424869585,0.3770652369270963,-0.6341622540924995,10.0,0.72
KGCT3D1B,31.13635915393003,0.10159458114574937,70.27271830786006,77.92081032957265,0.7962442099829365,0.17887228817658676,-0.6155203010964341,10.0,0.6
4IPJA54B,11.406272083150371,0.6708845566121746,30.812544166300743,38.460636188013325,0.0,1.1980903152278746,0.11973853377124817,7.780291004073652,0.88
QADPUMOE,20.33872108365448,0.4131485590917575,48.67744216730896,56.325534189021546,0.0,3.0,0.1593837797547873,5.533314536096704,0.82
31BHBESS,20.612647931539435,0.4052447009915582,49.22529586307887,56.873387884791455,0.6088617530180042,1.87315268092315,-0.10481568755139399,10.0,0.78
QOGZCC68,4.606462779166183,0.8670855798491471,17.212925558332365,24.86101758004495,0.797025322416252,0.25783476522493937,-0.9475065074856331,10.0,0.98
5EVAFKOI,25.590955004657708,0.26160112246335454,59.181910009315416,66.830002031028,1.0,3.0,-0.6411127713147815,2.590007587648761,0.78
