ID,neg_llh,r2,AIC,BIC,w_cost,w_benefit,b,beta,test_acc
HVPDYHIR,32.0413530993484,0.07548197560395697,72.0827061986968,79.73079822040938,2.4146379061453462,2.904393854950271,0.662890131566431,0.7734393218670803,0.6
POW9GSVY,23.374903131966626,0.325542863405037,54.74980626393325,62.39789828564584,2.59605556985807,1.8027575071995865,-0.2555050951149797,3.0190203801638913,0.7
BJWPOBQK,26.85485581394034,0.22513265386880255,61.70971162788068,69.35780364959327,3.0,2.3506838415975992,-1.7053092970583155,0.7775112755088189,0.7
5DO63X5J,9.092267663980223,0.7322985822600133,26.184535327960447,33.751816520402954,-1.4987535485981265,2.9221703716646403,0.6148552403254594,2.397330307074352,0.9183673469387755
9TCBNURI,15.151221370729104,0.5628281613007649,38.30244274145821,45.95053476317079,1.2378569908685473,2.996186494540027,0.2920061239532428,3.4209743672390567,0.84
M5KTEK0H,16.126431862989246,0.5346895344806329,40.25286372597849,47.90095574769108,0.2993863495538387,2.9925593245589517,0.039487084374913356,1.7267170810217185,0.8
DNF7I1P8,17.01945785262315,0.5089222511480371,42.0389157052463,49.68700772695889,0.3187559342475139,2.921147878901825,0.3245337269095287,1.9006572124437933,0.84
THDOFYVJ,23.701714653423117,0.3161130761788239,55.403429306846235,63.05152132855882,2.999580696640293,1.238675433706805,-1.0232925215256017,2.9065962716896454,0.78
M59HVEQF,10.633059200470926,0.6931947644400366,29.266118400941853,36.914210422654435,1.5708405699917094,2.9999999908210953,-0.4745544202347041,2.54590714307753,0.86
MK4MT68C,22.54947957841215,0.34935955275195674,53.0989591568243,60.747051178536886,2.9999867620323286,2.0266285412961484,-0.6782596167180598,2.286584738889677,0.82
LYNM91ED,21.456489722303917,0.38089657365494256,50.912979444607835,58.56107146632042,2.9999927557966966,1.425246801653973,-1.1637693256680464,2.6941457522716843,0.76
TO5RXBKL,24.502822616232685,0.2929979864755834,57.00564523246537,64.65373725417795,0.1519848023689349,2.9695430833590524,0.3909497839249004,1.5089354884677424,0.74
IPBY8TLI,22.600226454010695,0.3478953074366242,53.20045290802139,60.848544929733976,0.924281926831215,3.0,-0.29597742193318055,1.0318216805070057,0.74
FAABLIH3,26.417061443551127,0.237764729210595,60.834122887102254,68.48221490881484,2.985308784987735,2.29905270135173,-1.2082759814170474,1.0754692762585207,0.66
B5TKEJ2C,31.066126209501757,0.10362107555842337,70.13225241900352,77.78034444071609,3.0,1.537386053551953,-0.9121797536147295,1.2624034377516067,0.56
2ZE636RI,-0.0004983782374605434,1.0000143801562333,7.999003243525079,15.647095265237663,-3.0,3.0,-3.0,3.3839805271516163,1.0
2YD3BL09,10.222719944486785,0.7050346526338442,28.44543988897357,36.09353191068615,2.999954117946017,2.2476537898725772,-1.5589943241135757,2.642619498283454,0.88
O5GG3FTV,25.273992027287985,0.2707467407752885,58.54798405457597,66.19607607628855,2.997963777463,0.8727924097956513,-1.6593025069050822,1.9331349348360536,0.72
3QTXT7DJ,4.1191818790281856,0.8811455346121271,16.238363758056373,23.886455779768955,0.07993850962339628,3.0,-0.9025482603922548,1.8684106386980412,0.98
IRYI65XQ,12.19818219603002,0.6480348607585489,32.396364392060036,40.04445641377262,2.9999999895411307,0.6400656860548858,-2.20496417032055,2.5545327095477,0.92
3MC0RP22,28.503055468155456,0.17757566451818152,65.0061109363109,72.65420295802349,2.8587844673996194,0.8313580386657777,-2.1710756875881385,0.7906853037396576,0.66
I4T5QOQ3,28.194093385960574,0.1864904257942872,64.38818677192114,72.03627879363373,1.6000455718520281,1.5287556913985973,0.11531403084027579,2.775633133301172,0.66
GUBD8BKK,18.276209090800457,0.4726600755690479,44.55241818160091,52.2005102033135,1.753738359346757,2.999998001368832,0.04990496084688056,2.5523680463958742,0.82
Y11W6YEE,20.552853484868063,0.40697000402526795,49.105706969736126,56.75379899144871,2.0039729517424205,1.4746424475564253,0.29995089327202035,2.9979140650957183,0.8
TWUPRP9C,17.103179182531072,0.5065065641985413,42.206358365062144,49.85445038677473,1.6529471876848345,2.952900062216335,-0.170602135310653,2.426852476839605,0.82
AV6YPXJU,25.892191067537777,0.25290928698227466,59.78438213507555,67.43247415678813,0.8985990499042632,2.993487665160447,0.4479328610702767,1.582168660221339,0.72
KLPEK6B4,24.750337528002923,0.2858562157604435,57.500675056005846,65.14876707771843,1.697337344808076,2.8181167999894363,0.23910393516416126,1.815973335132723,0.7
I3Z3I3RS,18.88741775171861,0.4550243214879478,45.77483550343722,53.4229275251498,2.0907653326811424,2.9981921728102376,0.9130039303131465,3.91708939877329,0.76
6MGZ913N,10.783787912490128,0.6888456531330429,29.567575824980256,37.21566784669284,2.6709818706878,1.4746010672633763,-1.5776957963882827,3.1159413608358264,0.86
S2IKMVQK,10.275835644491474,0.703502057494042,28.55167128898295,36.19976331069553,2.178705799756054,2.509436398172788,-1.906669145666741,1.4564411563253254,0.94
B7HURJW2,21.34952712218875,0.3839828619098774,50.6990542443775,58.347146266090085,3.0,0.9271857804671945,-1.7116188866128648,2.0779269074662623,0.78
FS5JUY7H,14.975389199529749,0.5679016053291257,37.9507783990595,45.59887042077208,1.0743868925903266,2.94159216687136,0.27153857279867405,2.911314555830895,0.88
0BUK3E0S,24.900701768307577,0.28151762088415233,57.801403536615155,65.44949555832774,2.407813319061053,2.426407868250556,-1.3682316101578644,0.8414030965497156,0.74
14ZLZMV8,24.97089075953398,0.27949239469280573,57.94178151906796,65.58987354078054,0.9852271273266993,2.999970593078529,-0.004034440792614177,1.220402994743602,0.76
AEAFGGIP,22.910253762513168,0.3389498102262908,53.820507525026336,61.46859954673892,0.9313339023212147,3.0,0.8117109207697643,2.266435383178515,0.68
RQJRN75N,12.456586520777506,0.6405788880013997,32.91317304155501,40.5612650632676,2.253202554478843,3.0,-0.42825563214037177,3.9728765357036115,0.86
5IEHSDSC,29.155031765888104,0.1587636050878607,66.31006353177621,73.9581555534888,2.917483097448118,3.0,-0.758716817562669,0.9266665044675011,0.56
OVU0ULGA,20.02220894161439,0.42228116904580515,48.04441788322878,55.69250990494137,1.592752443387379,2.6214517698304265,1.0365543542846227,3.0271010437165464,0.78
AE7CJHC5,17.894746178636556,0.4836667686022863,43.78949235727311,51.4375843789857,2.0790866159779675,2.9999997889693932,-0.4182980793438363,2.0571141663412384,0.82
YKQ5273D,27.53167120928368,0.18939172406083638,63.06334241856736,70.63062361100987,2.1113801706204267,0.5298095198013112,-0.7382874712175842,3.015526212022534,0.673469387755102
ABPH33RI,24.677524118693825,0.2879571666508527,57.35504823738765,65.00314025910023,3.0,2.3952972954208285,-0.6140654242700644,1.7402308875083699,0.76
TMKF6UR9,27.29174726167148,0.21252663136783223,62.58349452334296,70.23158654505553,-0.11700666574383045,1.7593019536284527,1.2887420891828827,2.24383543974618,0.72
3MQ2BEJ6,24.470244196912155,0.29393800095545797,56.94048839382431,64.5885804155369,1.1569224883568716,2.8980504343258056,0.5682993851705482,1.797087098615465,0.72
B3FARQZU,8.08746523693645,0.7666450801861979,24.1749304738729,31.823022495585484,-2.9999996737850916,1.6329370765187963,-1.563360324433254,0.8992822142462973,0.96
J330EMLE,11.882228725480909,0.6571513508608061,31.764457450961817,39.4125494726744,3.0,1.8361648563515292,-2.1946207452901367,1.6513209916975886,0.92
8YTSZB2C,15.637021315989834,0.5488109378629291,39.27404263197967,46.922134653692254,2.8290593637366124,3.0,-0.9139548047311509,1.983411622264741,0.78
FVWFE3K6,13.282249914439669,0.6167552783318007,34.564499828879335,42.21259185059192,0.2148036596570552,3.0,0.2590439244826899,2.713626049500157,0.88
XRQTASLE,22.004505282682548,0.3650841870291778,52.009010565365095,59.65710258707768,1.3457628023152461,3.0,-0.5186642691489595,1.1562729594164165,0.76
K12NR4N9,26.981005611126204,0.13499193348068728,61.96201122225241,69.18866118133369,2.360698779793726,3.0,0.1949710226241921,1.1386551902562012,0.5777777777777777
H5Q4ERRC,0.21336175280781888,0.9938436811461756,8.426723505615637,16.074815527328223,2.1667219792339325,3.0,-1.0133420933160453,10.0,0.98
IFQ5DUQ4,24.643082248810252,0.2889509489484521,57.286164497620504,64.93425651933309,1.5019709336939215,3.0,0.5742467839523959,1.9570780089544655,0.72
TLZU75MF,28.68386612250308,0.15546793043962992,65.36773224500615,72.93501343744866,2.9999990400026535,1.249154810670598,-1.4037786642274959,1.208187026585925,0.6326530612244898
CMB283XT,26.21951327205237,0.2434647645577538,60.43902654410474,68.08711856581732,-2.4986270583029646,2.14972256289217,-3.0,0.2393003542223372,0.78
65EF8817,12.819061663704556,0.6301200661784723,33.63812332740911,41.2862153491217,0.9760008339374063,3.0,0.001902734969014055,2.690236382970221,0.88
JOB9AH7F,12.630241486520356,0.6281308824932048,33.26048297304071,40.82776416548322,-2.99996138520604,2.7659486329439558,1.0344558808034188,1.8106155702577602,0.8571428571428571
DDAA1UO5,11.59203474401708,0.6655245792198798,31.18406948803416,38.83216150974675,1.6747970637241083,2.99999586158668,-0.6527146792328997,2.360274562988592,0.9
1RYZ8NMP,11.176521755949413,0.6775137497660835,30.353043511898825,38.00113553361141,-2.8187983304015494,0.2656508161531859,-2.7266340578930324,0.6735971951262202,0.94
VRQA95W1,24.10016036557925,0.3046163631190014,56.2003207311585,63.848412752871084,3.0,1.740760117535918,-0.6950723435711015,2.3894104046475917,0.74
ZAK14ZU8,25.989699878695472,0.250095777416271,59.979399757390944,67.62749177910352,2.518771743587273,1.0998740830666225,-0.19188267703428938,2.708780939615577,0.68
6XCEPJGH,-0.0004988640919092306,1.0000143941750295,7.999002271816182,15.647094293528765,-3.0,3.0,-3.0,3.3713777870062556,1.0
4ZFPW2MZ,23.57625674788422,0.31973302614204957,55.15251349576844,62.800605517481024,2.9999989610959292,2.1411116673009105,-1.9407530713010113,0.8231403225624703,0.8
LFYPVQQ6,19.78404200111034,0.42915321432518294,47.56808400222068,55.216176023933265,2.7441217917024976,2.5435067658915687,-0.9319337171935604,1.8853912362054932,0.84
IZ5NU20E,30.983796741840575,0.10599660185269966,69.96759348368116,77.61568550539373,2.9129044524324925,2.957904817201252,0.08782614774928657,0.9886859863958157,0.62
X2BGHV10,5.569476283176092,0.8392988837182631,19.138952566352184,26.787044588064767,2.9999999702759013,0.7091726898244057,-2.3701087956247857,3.69642788585507,0.94
FWZGY0XU,25.531293225359455,0.26332259752583853,59.06258645071891,66.7106784724315,1.6047489405177344,1.8114484849716577,0.15056599209759944,2.807898709654943,0.74
SPDQJPRH,16.157401878323533,0.5337959287298524,40.314803756647066,47.96289577835965,-2.269859746793467,0.6950420419222451,-2.9994492209778394,0.5001565503516892,0.9
AUBWTOVF,15.96304929911734,0.5394037587739474,39.92609859823468,47.57419061994727,2.999998177378468,2.5887605251180754,-0.9589751267009218,2.260358985415588,0.82
MERXBFBB,6.12666366990723,0.8196141368618421,20.25332733981446,27.820608532256966,3.0,2.482231678063187,-1.6081931159982306,4.499186419001911,0.8979591836734694
CXPJ8BXK,20.058586411503274,0.4212315371376296,48.11717282300655,55.765264844719134,1.765890900159526,0.218254575920292,-1.2801406733548268,3.064989725049524,0.78
ULXYNFYX,25.688213566241586,0.25879483357373345,59.37642713248317,67.02451915419576,2.999999414540931,1.8077605037678146,-0.7397051136692399,2.054422927900798,0.78
4KSYTS11,14.577694574445347,0.579376646597075,37.15538914889069,44.80348117060328,2.999999983133912,0.5120298781432973,-2.616832836007636,1.739886446270436,0.88
XM34JFLJ,19.802242392371554,0.4286280620408871,47.60448478474311,55.25257680645569,3.0,1.7288853879442685,-0.731248922683181,3.2479827546701343,0.82
EH1ASJPH,14.594631759735588,0.578887942732578,37.189263519471176,44.83735554118376,2.9999999209623303,0.9999310980120344,-2.724210800211207,1.4036821939603712,0.88
AVJ07QLR,27.948653214236703,0.17711462465908812,63.89730642847341,71.4645876209159,3.0,0.68015501832901,-1.766933951452444,1.271353782689154,0.6938775510204082
Y04YO1G7,24.3802885238566,0.29653357302379957,56.7605770477132,64.40866906942578,3.0,0.9930189684926429,-1.5017955729646117,1.7190341050292222,0.74
KGCT3D1B,31.59169008325393,0.08845650767177027,71.18338016650786,78.83147218822045,2.9999939354427574,1.8648498536209241,-0.7676538085812545,1.032244837721856,0.58
4IPJA54B,11.267472559411786,0.6748894643036828,30.534945118823572,38.18303714053616,-0.598695784900005,2.9467334125818705,0.6521672052143993,2.8336980754015895,0.9
QADPUMOE,20.3355084774619,0.4132412553122049,48.6710169549238,56.319108976636386,0.10047381272473403,2.981195227047071,0.43186547291011457,1.853168247249283,0.8
31BHBESS,20.746532624712227,0.4013816053337316,49.493065249424454,57.14115727113704,2.9942202099508175,1.6482797544362138,-1.1925899868055525,2.555626740823399,0.74
QOGZCC68,4.6667436514638085,0.8653462415386622,17.333487302927615,24.9815793246402,1.9269740712221783,1.2100979206592013,-2.5606640249018837,1.7688253984640803,0.98
5EVAFKOI,26.208443966063086,0.24378415721489022,60.41688793212617,68.06497995383876,1.2474383634736153,-0.8014395442088795,-2.999790653137094,0.6287827702288548,0.78
ZCB66JDA,26.586325498384394,0.23288080096042074,61.17265099676879,68.82074301848137,-0.5630240947352115,2.7279819813976482,0.568380564578444,1.0604336559788337,0.7
L4OQKLM7,1.4922881733580167,0.9560629235248804,10.984576346716032,18.55185753915854,3.0,1.2549363205849666,-1.754549633712415,10.0,0.9591836734693877
5VBWGKFO,18.28300287511269,0.4724640483903253,44.56600575022538,52.214097771937965,2.8781638696155043,2.9999943105216436,-0.641196536237014,2.0030630074500277,0.8
LULB5GYR,29.908445828442325,0.13702467045220112,67.81689165688465,75.46498367859724,2.6950113571907006,0.4645275243036335,-1.1355226100681661,2.3255880769564254,0.58
G6R1E33Y,29.670187856000926,0.14389934235807045,67.34037571200184,74.98846773371443,2.1313480667756424,1.1502377147070024,-1.36996611138052,0.9026050616339817,0.68
65DQZSPQ,25.467520266123728,0.26516269616648247,58.935040532247456,66.58313255396004,1.1561563886012292,2.999984658860899,0.03327796650188103,1.1945956525728865,0.72
P0FDEP5V,14.731914139173528,0.5749268105722469,37.46382827834705,45.11192030005964,2.9943052811195483,2.3419374187811393,-1.6980976638763694,1.6923726609948828,0.84
ZKKOEIOD,20.99541538062163,0.39420036697946614,49.99083076124326,57.638922782955845,-2.9813825916773817,0.22720828067018026,-0.1900398430967142,1.0883017756986568,0.82
Q6NRG45L,24.324814120997367,0.29813422594182537,56.64962824199473,64.29772026370732,0.4890112225776508,2.999999949558064,0.6860376037960354,1.7401336634678308,0.72
MGE91R3O,22.095639842092737,0.3624545994908842,52.191279684185474,59.83937170589806,2.995195384985824,1.183136518182526,-1.0058303013747076,3.2455629554465464,0.8
6M792YMW,30.28978674885822,0.12602149735676016,68.57957349771644,76.22766551942902,1.969032314287698,-0.3442681272180084,-0.9019031604752588,2.515110626132323,0.62
2CD0B69O,20.61166126394105,0.4052731702005822,49.2233225278821,56.87141454959468,-0.07874972653014352,2.9913021976148144,0.9713113712381404,2.521194621924777,0.8
31ME01V3,11.332072920077348,0.673025491904246,30.664145840154696,38.31223786186728,0.9653551808370837,3.0,-0.6161163050208321,1.7512636630207778,0.9
71LLEFLB,27.996656099850586,0.1921872616654362,63.99331219970117,71.64140422141375,2.9890813541323653,1.3240760695033742,-1.3890227328870195,1.2557338701680878,0.68
78KLS8FR,17.22929034447766,0.5028677652397195,42.45858068895532,50.10667271066791,1.3642112323700681,3.0,-0.09920574816575196,2.103656391166549,0.84
KNERI0ML,13.41337118509901,0.6129719181930948,34.82674237019802,42.474834391910605,-0.42639020646096476,2.6149339243008787,-1.6700618251651895,0.7968461423670754,0.92
9CKX44CO,22.08757869820329,0.36268719493714807,52.17515739640658,59.82324941811917,3.0,1.9221791213880688,-1.4810564368491765,1.5517798743039828,0.74
SCZ5DPG9,6.562862455153175,0.810635817638283,21.12572491030635,28.77381693201893,3.0,0.7743567300763887,-2.0604077606558016,3.9453569376879645,0.94
B2CFWWQJ,13.856643860580556,0.6001817723795186,35.71328772116111,43.361379742873694,2.99998571332288,2.370035990276382,-0.80553083410588,3.4886314936104226,0.86
R7G6H8LP,17.577522140751398,0.4487173038352609,43.155044281502796,50.46960986745918,3.0,2.6187589704098166,-1.1688387522565482,1.8569244431740612,0.7608695652173914
H04ZVH49,22.34012137585678,0.355400353563878,52.68024275171356,60.32833477342614,3.0,1.500586752295839,-0.9860699195219511,2.5997431757217324,0.74
EYV4366S,26.502834037541632,0.21968352580684614,61.005668075083264,68.57294926752577,3.0,1.80528926523187,-0.9346213617853371,1.9022034358407398,0.673469387755102
Z1VJ15F0,14.60286333931058,0.5786504295519476,37.20572667862116,44.85381870033375,2.8040071560805293,2.1267370111124255,-1.703438138627188,1.7649425016043079,0.84
5B9N6IL8,24.121734975317295,0.3039938514694376,56.24346995063459,63.891561972347176,0.2389011783752099,2.9774500106472908,0.05907970219362007,1.0193137142674256,0.74
PAWXOLHN,21.6139051101517,0.3763545256667904,51.2278102203034,58.87590224201598,2.0710391114019044,2.999948058713853,-0.1604446756263524,1.6169607477700076,0.76
XYWQCXF1,16.97972697495471,0.5100686419516857,41.95945394990942,49.607545971622,1.0106418988309933,3.0,-0.25240350341165435,1.6298143584985212,0.84
8R5PPMRT,27.235342084820914,0.2141541407462877,62.47068416964183,70.11877619135441,2.871868113697741,2.2495827076355397,-0.8926606959634364,1.3062039794580718,0.7
BKRUDJZS,21.588139653162493,0.37709795960728176,51.176279306324986,58.82437132803757,2.6890139594779376,2.5407353537800197,-0.7969899175779844,1.7671189637810432,0.76
