,ID,w_self,w_loss,b,w_empathy,w_urgency,beta
0,60cb3c4b9454f7a196355088,0.9191049138586175,3.2555615285812918,0.5342058631745303,-0.2626976326538985,-0.2679664875247515,3.6984664727171612
1,665c989703b2609ce0e958ad,0.30216958646072,-0.4967344748073469,0.6236994760983808,-0.30440886888199215,-0.6562708872517452,5.1880332252725
2,5a7920bb5292b8000122899e,0.8687740253716235,4.220063190801626,1.3877047281780153,0.1763839394503263,-0.3135735133371689,3.327265161242173
3,648646988a5170373da06a9e,0.3054452475309335,1.7180171007224836,0.5308141021404309,-0.046347018495689875,0.9266335066660332,8.447953309020091
4,6634e6202da0719ae4ec6455,0.8426593454966376,2.585957467866681,0.561817548342764,-0.18023049046985504,0.2709243697207884,3.089563956770594
5,6646e456d8f747b7fb0a76b3,0.23612748865435568,-0.25566455947120287,-0.03965741725561609,0.7015910480450058,-0.2354478390459774,8.738750016003682
6,654dc6da0fc827b2e98ad492,0.6748582588075448,4.160448321701683,1.6754645432791964,-0.06005683417225995,0.3373307429748863,2.1962776772888435
7,669b009cf57b80f6dfb2e433,0.5528917846625827,-2.929373345422637,5.362265279159748,0.486113274080782,0.2662577398522183,0.4248478841615797
8,60dd09edc00654d72f6259b3,0.49683528265235466,1.4162470238346607,0.18239766973945057,0.5706849291447893,0.2327715357270968,6.7882576808711645
9,66bf4e9bb19d166a02bd33df,0.06874496057424193,-0.6885149046447281,0.4524358176844835,-0.3264219743704605,-0.18234814067383684,8.96637282372269
10,53987712fdf99b68e3a45021,0.6297332969182022,-2.2236545075197838,1.6949292703726335,0.07974465544572008,0.42456524379040506,1.1868229559900905
11,66481194550ddf2d298a31e7,0.5714059749513576,3.4512753773623097,0.806514213086821,0.46130619344579066,-0.40453638252007956,3.9988963082485
12,650da97f0e8d1e74d590dc2e,0.4625952688122898,1.4636205000317564,-0.00032510074519844536,0.762834739675337,0.4262627132043349,8.946515473884492
13,66448e4a23f9fcc745fdf22e,0.6794562510721809,-0.739329895586281,3.9978559163933567,0.17335885786087518,0.014663117875833376,2.001536228789614
14,6667efcb8f738fa4f10c8b2b,0.8329329503050437,2.8328801197921507,0.2492400873288226,0.09156550738892506,-0.438063408001946,3.6122915603324843
15,63ea5da3ed6f566affd005dd,0.6424172276031253,-2.312394453299303,2.944260116385428,-0.008931564364312528,0.1151011610510901,2.453878130815136
16,5ac4c721e1099600016a823b,0.5822399826042297,2.933930856798508,1.9439410523585559,-0.01165540541964032,-0.4109603338941247,3.5425196796548475
17,603e370c5ed1c2db2c3bde24,0.1308047198036824,-0.3188737310222883,0.726365833977551,-0.8126432235223101,0.04793069181851915,7.386451384155505
18,62dc761564191bc28a87e7c7,0.7760061775059152,0.2574341800542686,0.8730380397636439,-0.1786779367383174,-0.1301870924617316,6.598090341069127
19,5fee6bfd99e7cf16b867b447,0.5037479075478213,1.0908484623246746,2.0512385386668432,0.05233062630923337,-0.23996243419127783,1.8048316085667717
20,5c095c8a217d6000011193b8,0.8006907519775563,3.795168144510923,-0.7595945649875608,0.08392612870857696,0.297286465577755,2.791744980880402
21,663b3c9c3b0c54e8355f0870,0.6167400414212703,2.5265571182197406,-1.1456019249482878,-0.02392349711198296,-0.31981132854253896,4.818857413066165
22,66c56756f4458b3bf47ef376,0.41558243167735515,1.6962389103926625,0.06737805341259775,0.4073451374121796,0.6588399711147661,7.53304330878912
23,576b44b2811f2500014b2c72,0.5266141108187228,-0.6992474158587718,1.302970088761402,-0.20629314353592126,0.007027578303312199,1.990423374005753
24,663f6c4016f7bacf9bb68027,0.37066946176077187,-1.4275087541105116,1.9130354565707797,-0.8005281157392272,-0.5957318923549512,3.8801349620355987
25,63614899ad49a91f1ef09067,0.5215694022928097,1.0187865839404278,0.4870104470311006,-0.39113175235070846,0.6296999211079874,6.441530471571835
26,663b8df565dd08db10006c4e,0.8216868368483118,1.34526001985148,0.17034487389965994,0.1497445153139362,0.388377941705396,8.265036206321174
27,59ea48b7be399f0001e4a178,0.22751334582731725,-1.1212977006485514,0.6787656317051158,0.4130876656679877,-0.655495686205814,6.5580698655690925
28,66329767cb85e95a0d3d9d55,0.7223771000155819,3.4593612871807538,1.9331157525126368,0.5311920997027739,-0.07553475290516158,2.1458256198465158
29,660d9c69e00c5f367a748669,0.7386044002140535,1.9264460468151046,0.7144035339906089,-0.5221342397552143,-0.14591782666244313,4.436864281111515
30,66a77f3e0b1e5b1186554e27,0.0,0.7048158366476427,-10.0,-1.0,-1.0,6.508322098616427
31,62c5fbbb796500bb5406d772,0.43169758310750367,3.156450441932747,0.5099566237516953,-0.8762492282262988,0.9231099281552122,10.0
32,5c2dea19d396500001e2b39d,0.5346829436680467,1.3743261456558904,1.012999299027342,0.7549771352659038,-0.03140325741512837,8.334649494534244
33,6643415888ef07b2fb48e9be,0.6666373913001256,0.6813985823009329,1.5483926880214736,-0.425235286467303,-0.19082974255924737,6.071141839007595
34,545f1e11fdf99b3156e7588b,0.10688352581988345,-2.5182085139383354,1.223201973984832,-0.5608902209575184,-0.5736061199357799,4.554534218137037
35,5bed01c8306ec30001fb80e2,0.7221667315445236,3.0490989979147556,0.6241524241374707,0.07389276116895152,-0.4389287254685265,2.6044089755427686
36,65087d8f2ba136783598dcc8,0.6496991895519159,3.0646541200161206,-0.20152808066680486,0.0028829435100246937,-0.2913979078558692,3.5427682928933146
37,62dc65fdd3bbfeff289f1500,0.5008813533505281,0.479130610847552,0.44235354048739345,-0.2525633249373506,-0.32771589831722425,5.118992781371926
38,65cb87707e7981c7adaf9d14,0.4542640621897022,-0.2121241779641086,-0.23087148745495253,-0.04767689502221699,-0.40497813706462304,3.9280003550839524
