ID,w_self,w_loss,b,w_empathy,w_urgency,beta,neg_llh,r2
63614899ad49a91f1ef09067,0.3576378379826533,1.0124826399912434,0.4912004429859324,-0.4287782495228983,1.0,6.071691557714898,23.675945194898002,0.3029149240604443
663b8df565dd08db10006c4e,1.0,1.3647417644481004,0.20531822856897533,-0.07213667435396984,0.2716341660797014,5.280835494780733,19.15614104403075,0.4359904145552511
59ea48b7be399f0001e4a178,0.0,-0.749524339742753,0.6120230183576686,1.0,-1.0,4.179905615161794,23.295549403073046,0.3278325280280533
66329767cb85e95a0d3d9d55,0.5707638842727791,8.760724361052175,2.1445955146214817,0.15907796157628115,1.0,0.49447137712992073,29.545320484879877,0.13010433989772852
660d9c69e00c5f367a748669,0.8056780893897492,3.0657361883583816,1.106317046145639,-1.0,-1.0,1.5433568475716368,20.101211345742588,0.4081649403191061
66a77f3e0b1e5b1186554e27,0.0,0.7048160142833302,-10.0,-1.0,-1.0,6.508321920980719,-0.0004799976000191443,1.0000144268782747
62c5fbbb796500bb5406d772,0.4736289530131029,0.6190072451031018,0.5488418757993262,-1.0,0.8452883130396216,10.0,7.654680034850682,0.7650347037048758
5c2dea19d396500001e2b39d,0.4407454245886024,1.5833880130595326,0.28612946888356083,1.0,-0.01023088711382314,6.0730961123592095,22.7664210857678,0.329693820423936
6643415888ef07b2fb48e9be,0.46422615883453494,0.6329872805019235,0.9359205824000852,-0.7682083878137124,0.2957298657606838,3.519538536629478,26.623078557331848,0.23182033184280093
545f1e11fdf99b3156e7588b,0.0,-2.021483859811616,1.3127961610044474,-1.0,-1.0,2.617283314845572,27.162674896565466,0.18359465894678872
5bed01c8306ec30001fb80e2,0.9211790976112704,2.7812375368444022,1.2293907759034517,-1.0,-1.0,0.9500280101139349,28.498150316926214,0.17771719726524626
65087d8f2ba136783598dcc8,1.0,1.6579574069797411,-0.031156820900194875,-1.0,-0.5044456916175428,1.589064810407092,15.08589017110756,0.5558298176070933
62dc65fdd3bbfeff289f1500,0.36763882630310163,1.471475879374608,0.7132934483905033,-1.0,-0.8559682415435662,1.6211345895943847,15.442594059727911,0.5453274720728403
65cb87707e7981c7adaf9d14,0.0,-1.6990341771757977,0.23366260744652584,-0.1330530011323994,-1.0,4.4951601206401435,23.085419188252366,0.3061412545888623
63bc9e8cd8106f8d94c636d4,0.05361400923307457,0.25430855987177253,0.2992500408951354,-0.603887638836388,-0.3269374980561989,1.3411458017565512,21.360815391558674,0.3579761992761179
614f89a9441723072040d4de,0.4353936005587342,0.27545955527363125,0.1640235262892804,-0.27838862791638624,0.7066271072764747,5.3942155647821854,21.062318260734727,0.36694787282526975
5a94ca1a873cda0001dc7147,0.0,-0.9576622523398263,0.12011739236470151,-1.0,-0.43748797425124886,2.021120545055008,17.1661079226364,0.5046908245729544
6686b4ce7124cd0b5d88857c,1.0,-3.4689933980809524,10.0,1.0,1.0,0.0,33.27010467647725,2.8853612282331298e-05
5e1d70edd727e90dea42d137,1.0,-3.0467640329304677,10.0,1.0,1.0,0.0,33.9632318572372,2.8853612282331298e-05
5a93bb216475f900019fa294,1.0,-0.19228860398698489,10.0,1.0,1.0,0.0,33.9632318572372,2.8853612282331298e-05
657ad57e01c74d995e584ec5,0.0,-0.6855737053295171,0.7613191212090347,-0.19615357995032526,-0.3330903568771675,8.49283450609269,25.13042492884645,0.24467626207751758
66d1c79f00313b08b2288470,0.8107309397132928,-1.2145260290674726,0.16818182416935581,-1.0,0.8744604328184653,5.283085260934433,19.418682893576083,0.4396952497768488
66d1c62a6b6097325ece5c4c,1.0,-4.159370224653183,4.9095415508877505,1.0,1.0,0.0,33.27010467647725,2.8853612282331298e-05
669036ec04e2d3a5271a5c9d,0.0,4.85455142464705,0.5477740035993576,-0.8470881965854513,1.0,2.1381676976908026,6.7762242218416375,0.7963328108166123
66ba9cd5343e159bdc8691ad,0.08693284705457445,-1.1886229601253042,0.272922627458435,-0.3490713200722752,-0.4606576398872871,10.0,9.107129840613121,0.7372237788443111
5bae077b542eed0001384369,0.6602689889418593,1.6678636100465603,0.036316441317710495,1.0,-0.6194391321243987,4.77601490640153,13.93969036162351,0.5895770988522058
633897629c2d1bbec55c547a,1.0,0.7954799881591045,0.07667650342844023,1.0,-0.17751271795090512,5.72188965964518,22.005438258701812,0.3520992520731149
66003348c4bfdd2c0de7ca50,0.0,-0.6688534119911772,0.5038767544957198,0.2177127712919742,-0.6194454899537792,10.0,19.652436157651756,0.4213781186524256
651086350ae1352d3dc86754,1.0,-2.3809250893441076,10.0,1.0,1.0,0.0,33.27010467647725,2.8853612282331298e-05
60787d3b6c8e7d79be863c51,0.6045192463327841,0.3446115817052636,0.5020999153791582,-0.30108795961011114,0.48918779089525866,9.833394493768,22.525171105473625,0.3500609470191567
645d0cb1881552d9f9e509dc,0.0,-0.9743670174839565,0.009503087139684778,0.5404483730175447,-1.0,3.2908496598182193,23.62102702524692,0.30453186632596085
631b428359f449b8159625f8,0.761010222956528,-0.10734920528348141,0.495962995909558,-1.0,0.8209029683218638,6.496226447266181,21.708502045995925,0.36084187251252575
62732854d22b38dbdae3ef9c,0.32906605837354014,1.2945578622929377,0.39106221339842345,-0.8371804471610268,1.0,2.830485476911332,19.37061466418026,0.4177939642711689
612bfa26437162073ed2077b,0.0,-1.117620520111793,0.12327764545044917,0.17728256502710904,-0.8784353938212685,10.0,4.658705444130888,0.865578175175799
5ef11899b242da1e73a5b1e4,0.6794870048950783,-0.2942476544237882,0.5089934997746927,-0.7401805622686086,0.528919460152499,8.625100825780827,20.869912235691352,0.3978216222756038
6642609fdd12bcf328f62bca,1.0,5.799543652576211,0.21330639668666948,-1.0,-1.0,0.40141416844621575,28.025868465443665,0.15765038642287577
614ef0f185fa0c76a6b17335,1.0,-0.9259701683959516,10.0,1.0,1.0,0.0,34.65635903799714,2.8853612282331298e-05
61002fb2e81302c739846b2c,0.22384173687872042,-0.5930195683526853,1.967855004518194,-1.0,-1.0,1.4754255782864671,29.37707988333612,0.15235665073024107
65c10d42d5c2debb4d480be6,1.0,-1.3881355882524689,10.0,1.0,1.0,0.0,33.9632318572372,2.8853612282331298e-05
616cda4e2f5f884cdd46b2eb,0.0,-0.18946294737980265,1.0568970618763622,0.14485797597169917,-0.7262187722065034,1.4636612311810886,32.57853605764111,0.04079811408609979
6579d888be3ef8a0b19f098c,0.4697163235723812,0.6109102430795332,0.34462259319661886,0.4261792372754446,0.2730260423037368,6.688495431022693,29.55734192767552,0.1471553875816619
66b4c443467fd940733ef183,0.0,-0.5079165547880897,0.3084756646763651,0.24419267585987728,-0.32338235275047544,7.044282971806027,25.16996005256585,0.27374846905579875
66575102dbca42e1e3d0f840,0.0,7.186731506128262,0.823732534663339,1.0,1.0,10.0,0.497456695442713,0.9850483685922455
63ea81807f06faf5d0a5d7fb,1.0,0.4562533801352786,0.4948891748351579,0.06682152854535155,-0.6150907131719385,5.507561277729586,18.057726308095802,0.47896415611160037
5ee38ef98c0c440172e022ac,0.0,-0.7834268816641063,0.12954017505125734,0.6129335873336407,-1.0,5.624844091495203,17.836568714239203,0.48534541538983733
663bfb2623da968e49f9b5a2,0.0027342230267406765,0.9561404525963048,-0.14909558138600032,0.9451416003863108,-0.7354382394618484,1.4601889509818455,20.417479069294256,0.398853146923979
60baaa995c09d3162511871d,0.8052245557003778,1.5522168037706208,0.5465045759462002,-0.6615789312946494,0.4883807707377243,2.604907657320494,24.816169256088397,0.28395671360760233
668048bf23b961683549d089,0.6769144021798295,1.7256486192800016,0.7857610331892944,-1.0,-1.0,5.120689400715078,6.57933791962473,0.8022504543963478
59f71f797086f80001941493,1.0,0.6554549654016807,10.0,1.0,1.0,0.0,34.65635903799714,2.8853612282331298e-05
669aed56568d11bad784de3b,1.0,10.0,-1.8623501609476778,1.0,-0.7391282078696086,0.379832647314554,25.80207581779303,0.24031577904140722
6164d593d3783a588b11017b,0.0,-0.3631719407684056,0.5154598392133529,-0.4607402616272088,0.28366498088698255,9.906360318442376,19.8147914358439,0.4165979318216102
