ID,neg_llh,r2,AIC,BIC,w_cost,b,w_urgency,beta,test_acc
LYNM91ED,23.557927825521258,0.32026188705000724,55.115855651042516,62.7639476727551,0.4965470675805213,-0.03419746391452448,-0.12612849441829108,5.671088029388362,0.78
TO5RXBKL,24.502822616214203,0.29299798647611663,57.00564523242841,64.65373725414099,0.04868758086842343,0.07990509384159616,0.04533835102173211,4.71016230535943,0.78
IPBY8TLI,22.600226453951837,0.3478953074383224,53.200452907903674,60.84854492961626,0.23553295398433874,-0.004181849824688891,-0.07124193853013164,4.049176269656446,0.74
FAABLIH3,26.417061443552125,0.23776472921056613,60.83412288710425,68.48221490881683,0.5649338078566569,-0.05688089864445804,-0.17177143738522288,5.6831680757109915,0.66
B5TKEJ2C,31.066126209533323,0.10362107555751254,70.13225241906665,77.78034444077923,0.6611729245130729,0.009194619360946493,-0.21022998543047977,5.728021494870567,0.56
2ZE636RI,-0.0004959375662957609,1.0000143097333498,7.999008124867409,15.647100146579993,0.0,-1.0,-1.0,6.8100020258934775,1.0
2YD3BL09,10.504937728485507,0.6968915686853318,29.009875456971013,36.657967478683595,0.5415685818573233,-0.12313671675874972,-0.18485734130125828,10.0,0.88
O5GG3FTV,25.273992027263212,0.27074674077600336,58.547984054526424,66.19607607623901,0.7745165940894799,0.017711165501253293,-0.44638824280844014,7.482699641607768,0.7
3QTXT7DJ,4.119181879031531,0.8811455346120306,16.238363758063063,23.886455779775645,0.025956146254237474,-0.13792315953960313,-0.1551175807584859,5.75460683829311,0.98
IRYI65XQ,12.198182196101786,0.6480348607564781,32.39636439220357,40.04445641391616,0.8241594492497892,-0.2784260511960671,-0.3273220493841617,9.298613020884298,0.92
3MC0RP22,28.503055468072112,0.17757566452058626,65.00611093614422,72.65420295785681,0.7747065308458824,-0.32814767968485703,-0.26019570424507876,2.9177475631273997,0.66
I4T5QOQ3,34.656359255225226,2.8847344404780983e-05,77.31271851045045,84.96081053216304,0.0,-1.0,-1.0,1e-05,0.64
GUBD8BKK,18.400608922008796,0.4690706551776139,44.80121784401759,52.44930986573018,0.3197550020555917,0.05036516101527866,-0.009914883787694413,10.0,0.84
Y11W6YEE,20.561223549200577,0.4067284950191792,49.12244709840115,56.77053912011374,0.5746483755628768,0.30545229113311584,-0.21519349119437872,10.0,0.8
TWUPRP9C,17.151354395865106,0.5051165213711257,42.30270879173021,49.9508008134428,0.3425451909932263,0.0490580219705484,-0.08155117702929092,10.0,0.82
AV6YPXJU,25.89219106753345,0.25290928698239956,59.7843821350669,67.43247415677948,0.23087756268135137,0.10757960594590806,0.007509110617481998,6.157931211851617,0.72
KLPEK6B4,24.750337527999157,0.2858562157605522,57.500675055998315,65.1487670777109,0.37589490795858843,0.09079974709485003,-0.037847100062698064,8.199947681653601,0.7
I3Z3I3RS,33.801646627880295,0.02469064072151894,75.60329325576059,83.25138527747318,0.0,0.9957174016956184,0.8706056456647295,0.2982673210967549,0.66
6MGZ913N,10.960980839006874,0.6837329460057167,29.921961678013748,37.57005369972633,0.6411498470194218,-0.20614359173649013,-0.20409460727664808,10.0,0.88
S2IKMVQK,10.27583564455513,0.7035020574922054,28.55167128911026,36.199763310822846,0.46472472472976956,-0.18303366235643245,-0.22366382043373026,6.8280253136854565,0.94
B7HURJW2,21.34952712227594,0.38398286190736164,50.69905424455188,58.34714626626447,0.7639070613257423,-0.1286087513615193,-0.30723075439201536,8.160393950958012,0.78
FS5JUY7H,15.050749164339276,0.5657271763788803,38.10149832867855,45.74959035039114,0.2274373882016936,-0.43788477022786443,0.5260376322699104,10.0,0.88
0BUK3E0S,24.900701767736948,0.28151762090061727,57.801403535473895,65.44949555718648,0.4980770545090411,-0.0998118519854986,-0.1832162339506147,4.06759487848889,0.74
14ZLZMV8,24.970890759540694,0.279492394692612,57.94178151908139,65.58987354079397,0.24722241219174382,0.030302678640527356,-0.031315568761551525,4.863547659571902,0.76
AEAFGGIP,22.91025376249284,0.3389498102268773,53.82050752498568,61.468599546698265,0.23689904602259312,0.14541575821295782,0.06105723108656299,8.910086694536561,0.68
RQJRN75N,14.353854394621711,0.5858353089447401,36.707708789243426,44.355800810956005,0.3358307693904751,0.010070617552472629,-0.047080210725667655,10.0,0.86
5IEHSDSC,29.1550317657762,0.15876360509108955,66.3100635315524,73.95815555326499,0.49302708639737725,-0.01678880718567797,-0.11142739132279333,5.4835387859090865,0.56
OVU0ULGA,20.26844064667383,0.41517642384982745,48.53688129334766,56.18497331506025,0.3245910795383214,-0.5239766356273384,0.832759258643846,10.0,0.76
AE7CJHC5,17.90211672277047,0.4834540996528732,43.80423344554094,51.45232546725352,0.4001487295540299,-0.990621516080118,0.9128854124068374,10.0,0.82
YKQ5273D,27.5316712092896,0.18939172406066218,63.0633424185792,70.6306236110217,0.7994045398198933,0.012698358630590097,-0.29222626031215765,7.964573459597154,0.673469387755102
ABPH33RI,24.67752411864041,0.2879571666523939,57.35504823728082,65.0031402589934,0.5560394793971152,-0.017559309124141352,-0.09625497871876557,9.38910011612818,0.78
TMKF6UR9,27.30240439406959,0.2122191315266152,62.60480878813918,70.25290080985177,0.0,0.3645536596455376,0.33739401719893347,3.9333002793392056,0.76
3MQ2BEJ6,24.47024419695266,0.29393800095428924,56.94048839390532,64.5885804156179,0.28530777433704874,0.16097925452966805,-0.02082823868079433,7.287145131099523,0.72
B3FARQZU,8.329412462095178,0.7596639589483312,24.658824924190355,32.30691694590294,0.0,-1.0,-1.0,1.2883079122138252,0.96
J330EMLE,11.882228725449663,0.6571513508617077,31.764457450899325,39.41254947261191,0.620329778987472,-0.22488671427715964,-0.22890796443526482,7.9861103658170265,0.92
8YTSZB2C,15.717486648380259,0.5464891991428662,39.43497329676052,47.0830653184731,0.45972621766438526,-0.017621110689487636,-0.130531170498979,10.0,0.78
FVWFE3K6,13.282249914497068,0.6167552783301444,34.56449982899414,42.21259185070672,0.0668199083214838,0.058051761861025966,0.02252550012281596,8.723801549329353,0.88
XRQTASLE,22.00450528266739,0.3650841870296151,52.00901056533478,59.65710258704737,0.30967081398547874,-0.0410884246807978,-0.07825971972224843,5.024885519842875,0.76
K12NR4N9,26.98100560878562,0.13499193355572614,61.96201121757124,69.18866117665252,0.4403747956982972,0.22889811055701198,-0.19252969211390183,6.104175390679641,0.6
H5Q4ERRC,1.8674497754640496,0.9461167893965762,11.734899550928098,19.382991572640684,0.0,-0.0030360039726100812,-0.021201677112615894,10.0,0.98
IFQ5DUQ4,24.64308224881084,0.2889509489484352,57.28616449762168,64.93425651933426,0.3336250611087281,-0.8721942770057468,0.9997488957042439,8.810705717520722,0.72
TLZU75MF,28.68386612250482,0.15546793043957863,65.36773224500965,72.93501343745214,0.7060226333974149,-0.45426097174889374,0.12389432134040203,5.133769602430868,0.6122448979591837
CMB283XT,26.271318135329267,0.24196999217088355,60.542636270658534,68.19072829237112,0.0,-0.9730939770282834,-0.9800680964020608,0.5107075936379466,0.78
65EF8817,12.828990924484156,0.6298335682727438,33.65798184896831,41.3060738706809,0.22705235715116967,-0.08379228406831332,0.08972770216626498,10.0,0.9
JOB9AH7F,14.498554751281405,0.5731225910259019,36.99710950256281,44.564390695005315,0.0,-0.06530760029259051,-0.10647691537150186,3.8553631371628203,0.8979591836734694
DDAA1UO5,11.61324177157746,0.6649126737500128,31.22648354315492,38.874575564867506,0.34005923553591866,-0.06886055867608626,-0.06960584714250577,10.0,0.9
1RYZ8NMP,11.425153850776447,0.6703397439618275,30.850307701552893,38.49839972326548,0.0,-1.0,-1.0,1.1000073672006871,0.94
VRQA95W1,24.183839829208743,0.302201884174951,56.36767965841749,64.01577168013007,0.6219885641478327,0.5965086503055775,-0.7342232675458151,10.0,0.74
ZAK14ZU8,25.989699879641698,0.2500957773889687,59.979399759283396,67.62749178099598,0.6960544109282467,0.11090359544103426,-0.1639316342376686,9.802159334266287,0.68
6XCEPJGH,-0.0004957646646932654,1.000014304744464,7.9990084706706135,15.647100492383197,0.0,-1.0,-1.0,6.877947810469926,1.0
4ZFPW2MZ,23.57625674777117,0.3197330261453115,55.15251349554234,62.80060551725492,0.583534498755637,-0.15139817535928052,-0.22610278750381235,4.231839988521442,0.8
LFYPVQQ6,19.784042001106098,0.4291532143253054,47.568084002212196,55.21617602392478,0.5189704550404519,-0.04966910246626365,-0.12657912618732242,9.969256515631557,0.84
IZ5NU20E,30.983796741828197,0.10599660185305682,69.9675934836564,77.61568550536897,0.49616674894297486,0.48354839552736184,-0.46858786360853233,5.804380825300292,0.6
X2BGHV10,5.704950028814751,0.8353899376981921,19.4099000576295,27.057992079342085,0.8635629718078888,-0.3705469572020862,-0.38975920836003125,10.0,0.96
FWZGY0XU,25.531293225355377,0.2633225975259562,59.062586450710754,66.71067847242334,0.4697473040618056,-0.7302492442025739,0.7743233657988433,9.592334256131494,0.72
SPDQJPRH,16.307235101418037,0.5294726557714753,40.614470202836074,48.26256222454866,0.0,-1.0,-1.0,0.8943506641010139,0.9
AUBWTOVF,22.11153411818934,0.36199598762482244,52.22306823637868,59.871160258091265,0.0,-0.7240774083706462,-0.7418449436146326,0.8402322427768126,0.82
MERXBFBB,7.629503712362363,0.7753663842802221,23.259007424724725,30.82628861716723,0.5160181667186735,-0.1899393684882903,-0.1484255022810471,10.0,0.8979591836734694
CXPJ8BXK,20.05858641151265,0.42123153713735906,48.1171728230253,55.765264844737885,0.8900015660299746,-0.35063638925550333,-0.2945499699530585,6.081371031698748,0.78
ULXYNFYX,25.688213566240332,0.25879483357376964,59.376427132480664,67.02451915419324,0.6239910569541994,-0.017734263176597556,-0.13612211480366085,9.87716964213627,0.76
4KSYTS11,14.577694574481942,0.5793766465960191,37.155389148963884,44.80348117067647,0.8542070493359277,-0.41765921417735113,-0.32744812105201526,6.110502953035537,0.88
XM34JFLJ,20.85049336546208,0.3983819324311926,49.70098673092416,57.34907875263674,0.6165975518383531,0.12407179157502597,-0.26588038566353456,10.0,0.8
EH1ASJPH,14.594631759741413,0.5788879427324101,37.18926351948282,44.83735554119541,0.7500133337863514,-0.3999397591382443,-0.28112610793111004,5.614614988696389,0.88
AVJ07QLR,27.948653216827484,0.17711462458280847,63.89730643365497,71.46458762609747,0.8151756819464108,-0.04643844044172742,-0.43368528123143363,4.67869791893234,0.673469387755102
Y04YO1G7,24.380288523852272,0.29653357302392447,56.760577047704544,64.40866906941713,0.7513112560917041,-0.008419363557673651,-0.3676859498244757,6.864140785360694,0.76
KGCT3D1B,31.591690083253994,0.08845650767176838,71.18338016650799,78.83147218822057,0.616668042773155,-0.9751537351423082,0.8173574855115623,5.021705494142652,0.58
4IPJA54B,11.40627208315082,0.6708845566121617,30.81254416630164,38.46063618801423,0.0,0.07335531134397213,0.04638332805479749,7.780294995243676,0.88
QADPUMOE,20.335508477451363,0.4132412553125089,48.671016954902726,56.31910897661531,0.032603759633576604,0.11116678502676243,0.02897382709192472,5.710858732117489,0.82
31BHBESS,20.86365050070989,0.39800229775570606,49.72730100141978,57.37539302313237,0.6231148853728423,-0.10157106037255605,-0.14652362744269004,10.0,0.8
QOGZCC68,4.666743651458861,0.8653462415388049,17.333487302917725,24.981579324630307,0.6142559795480131,-0.4077677904220992,-0.40848548639201393,5.548955921842711,0.98
5EVAFKOI,26.274748755067247,0.24187100540922035,60.54949751013449,68.19758953184707,1.0,-1.0,-1.0,0.8250107283709057,0.78
ZCB66JDA,26.62366811933502,0.23180332067923548,61.24733623867004,68.89542826038262,0.0,0.08587010936250163,0.027615112777389237,2.879549304681701,0.72
L4OQKLM7,5.348358603316442,0.8425295829816234,18.696717206632883,26.26399839907539,0.87942890543621,-0.3355849834233565,-0.36759485574778455,10.0,0.9387755102040817
5VBWGKFO,18.39416568291986,0.4692565677592313,44.78833136583972,52.4364233875523,0.47156362726408413,-0.0030397433695315995,-0.10189644777221189,10.0,0.82
LULB5GYR,29.908445828436104,0.13702467045238054,67.8168916568722,75.46498367858479,0.8529756347023275,-0.1325683191204816,-0.22682624386698788,7.347785337966736,0.56
G6R1E33Y,29.67018785600092,0.14389934235807056,67.34037571200184,74.98846773371442,0.6494869141108917,-0.1636756447636894,-0.2537951345042894,2.9619722922192535,0.68
65DQZSPQ,25.467520244694818,0.2651626967847901,58.935040489389635,66.58313251110222,0.2781944709069097,0.04952440985320393,-0.04154586708725026,4.964883351276951,0.72
P0FDEP5V,14.731914139203258,0.5749268105713892,37.46382827840652,45.1119203001191,0.5611272398779941,-0.14565446470498572,-0.1725666328395132,9.030882242373911,0.84
ZKKOEIOD,21.98497339982167,0.36564775804003014,51.96994679964334,59.618038821355924,0.0,-1.0,-1.0,0.6465758829718882,0.84
Q6NRG45L,24.324814121003673,0.2981342259416434,56.649628242007346,64.29772026371992,0.14015759813766482,-0.03977440665851455,0.23640223508781819,6.071342431838299,0.72
MGE91R3O,22.577097899904285,0.3485626564428692,53.15419579980857,60.802287821521155,0.6982707447663552,0.023146786398336963,-0.25634143639711504,10.0,0.76
6M792YMW,30.504144993439137,0.11983642582814913,69.00828998687828,76.65638200859085,1.0,-0.0928311590045859,-0.27222518867823786,4.761899190099879,0.64
2CD0B69O,20.614144813748126,0.40520151010077265,49.22828962749625,56.87638164920884,0.0,0.21061164479889136,0.10224355428384464,7.509958366566422,0.8
31ME01V3,11.332072920075202,0.6730254919043078,30.664145840150404,38.31223786186299,0.24344719818543584,-0.07454071615572232,-0.08083369072360182,6.944391748655081,0.9
71LLEFLB,27.9966560998481,0.19218726166550804,63.9933121996962,71.64140422140878,0.6930150475655276,-0.11620275519098215,-0.20584087003814885,5.41617670625068,0.68
78KLS8FR,17.22929034449555,0.5028677652392035,42.4585806889911,50.106672710703684,0.31258980587036805,0.008640282686579974,-0.03137143673407803,9.180802410182292,0.84
KNERI0ML,13.41856280844162,0.6128221196080839,34.83712561688324,42.48521763859583,0.0,-0.35210629390134446,-0.38162189719679257,2.0502228621719216,0.92
9CKX44CO,22.087578698023076,0.362687194942348,52.17515739604615,59.82324941775874,0.6094883286509252,-0.10514980805518778,-0.1957458631949289,7.638164510017584,0.74
SCZ5DPG9,6.6998565878607055,0.8066830025205222,21.39971317572141,29.047805197433995,0.753710785376914,-0.241947903390132,-0.3490033278137262,10.0,0.96
B2CFWWQJ,15.769235375530508,0.5449960465022265,39.53847075106101,47.1865627727736,0.5170623452915697,-0.841895609174584,0.71145166703151,10.0,0.86
R7G6H8LP,17.58374456965363,0.4485221501978798,43.16748913930726,50.48205472526364,0.5267873077828088,-0.05157546614712142,-0.1537629108990613,10.0,0.782608695652174
H04ZVH49,22.47277203946766,0.351572864472637,52.94554407893532,60.593636100647906,0.6605819168974043,0.06562654597727856,-0.2849878864109681,10.0,0.76
EYV4366S,26.50283403679236,0.21968352582890682,61.00566807358472,68.57294926602722,0.6243087398398329,0.13201651197383388,-0.32651090226814683,9.140685282529834,0.673469387755102
Z1VJ15F0,14.602863339307007,0.5786504295520507,37.20572667861401,44.8538187003266,0.5686787579985344,-0.15073682414458892,-0.19473645742751908,8.702475936594421,0.84
5B9N6IL8,24.121734975322926,0.30399385146927504,56.24346995064585,63.89156197235844,0.07427873468549145,0.04437997588135908,-0.026012313705278112,3.278475357459128,0.74
PAWXOLHN,21.613905109078324,0.3763545256977615,51.22781021815665,58.875902239869234,0.4084052447833684,0.03560811356862809,-0.06724240819684538,8.199590592427306,0.76
XYWQCXF1,16.979726974953486,0.5100686419517209,41.95945394990697,49.60754597161956,0.25199054765243567,-0.16086651503227828,0.09793277435347242,6.536604092137802,0.84
8R5PPMRT,27.23534208490068,0.2141541407439862,62.47068416980136,70.11877619151394,0.5607564799398665,-0.015958875268841266,-0.15834346441425212,6.689634383241543,0.7
BKRUDJZS,21.588139653158038,0.3770979596074102,51.176279306316076,58.82437132802866,0.5141763808697077,-0.36875890515489135,0.21636342860131139,9.241576961728585,0.76
06TCS2X1,18.681399369297452,0.46096875546096716,45.362798738594904,53.01089076030749,0.2806351558896209,0.14171401521590266,0.22246949895002338,10.0,0.78
