w_cost_original,w_cost_recovered,b_original,b_recovered,beta_original,beta_recovered
0.7460600374459682,0.6756902816820092,0.2681987657144469,0.2912582662377866,4.380229267472602,6.731771859725799
0.30845402781568787,0.5392741232966496,-0.32701840523856296,-0.6425470593127144,2.0776420247122234,3.568738125122452
0.24264335233251166,0.1279300418378717,-0.40672031219615046,-0.31880231964497086,4.877638575856945,7.134113642292218
0.29681476415244157,0.35846071024876813,-0.612873939314136,-0.46277083990350176,3.678315974540411,6.736864983179274
0.02689223189500156,0.18777020866754895,-0.2969700212295332,-0.3061051707592688,3.200296454478367,6.276357448267184
0.8531517235310018,0.7152179282562585,0.14280595095008564,0.3067991994946738,3.6827855366714055,5.015342360698955
0.8656552650333699,0.7636126532941823,0.9023179004080426,0.429383633845308,2.997814278720574,7.839342992959226
0.6227905248377226,0.601213127264515,-0.03305725979179974,-0.09431749329397357,1.0902026365588866,1.490102129336507
0.6464559820479638,0.34728295513283125,-0.47191621179437027,-0.17158229987388532,2.489796052827636,2.851716300344788
0.6195774938244331,0.5980001944341924,0.09484874636384077,0.08900159853707876,3.293156671737209,5.096106296791169
0.042050024883215076,0.1357053082468059,0.08765500158387107,0.04488955205822233,3.0058929529888667,4.63352758437875
0.6940771128571845,0.7380301894956165,0.8553823857630434,0.88953609618671,1.7350177529012658,3.015420077369202
0.8751308141221417,0.8747706823190151,0.7441890943823894,0.6487966763798072,2.553798573553278,3.8015290845829193
0.4049694306218875,0.33586017461518936,0.26434421053516366,0.3057378675724182,3.3350736023446297,3.818187852543403
0.7924521911247557,0.783188287429695,-0.5164191316982607,-0.5111457392350733,4.830085451071426,5.360249996649189
0.2775747028592307,0.4489366282578248,-0.6423267075597208,-0.642787392673564,4.197108290225605,6.88161708513536
0.44481316536889315,0.6217439381711014,-0.03458724221105669,0.11185341939922629,2.491269501465764,2.5320326538238818
0.6658440082470306,0.8317629272553206,0.7764358119294463,0.4800686237411222,1.3928034278337358,2.3771433685494445
0.5932372484171871,0.21833000665580263,-0.8437444793775313,-0.8769753106195626,1.424181917121404,1.681626934047204
0.7793172812366355,0.8462935966178492,0.0866220300212932,0.050310257073880184,2.5198756497773576,4.541574043044268
0.5874376665311892,0.6743609569097355,0.7727158719601404,0.383399285183273,1.2522283921741462,2.3954646517104807
0.5539563808858947,0.49151255937090177,-0.7173733062955645,-0.5945198113187227,3.169722305878476,4.852897547968608
0.15782831586923451,0.18544870076536898,-0.1272506761279426,-0.2046914123348495,4.359849492535259,5.278822783174187
0.5144907247410422,0.53588373587208,0.5800945988208719,0.556804970191053,3.32760663972026,5.587835517146158
0.8362054432339112,0.7448469693496398,0.9105414162034344,0.6957643047270731,3.0325408583963664,8.388305178128011
0.6089941770034186,0.5049736884359984,-0.8956521407373563,-0.6609549494717717,2.3640946964230385,3.5404035326829777
0.5224716366445125,0.4007640498713421,-0.4345921322985107,-0.33029766648342573,2.805241205574186,2.9046400065928117
0.8219850272123735,0.8831457598828283,-0.33134345240895513,-0.4663506343759433,3.6691348711637164,4.528651328616891
0.9427906982095112,0.7171787066364937,0.7777189488294927,0.6795557610276577,1.2843788560458278,2.4996390357327076
0.8176357943968298,0.601660661149295,0.27561601960298177,0.5214319899467732,1.8386722266392117,2.662305510442177
0.9500422359755765,0.7165695586898208,-0.40544540407474816,-0.13448030014290122,2.2631848404751946,2.3542774422800505
0.6708524780917998,0.592079507955095,-0.41662258322432444,-0.4316740224817274,2.8535310237509903,4.349855252907123
0.9755459039371607,0.9564490773600374,-0.5447380965109252,-0.41737733762696727,3.298524382668627,4.159624491960143
0.5618690700670403,0.6559248535317114,0.2812330048858025,0.4470360089625274,1.6633600048580597,2.2970033545135724
0.813808560469569,0.7988521816220674,0.9618112955906466,0.6732994008575746,1.8494814161885968,3.727724342479582
0.9140854956295137,0.8737066933809927,-0.061448023274842445,-0.004411644867555365,3.1351914635039297,4.1737836455836215
0.5078488892401297,0.49783674777925857,0.5220603657608656,0.4413016042451215,4.788332003752367,8.177846911034795
0.8245122455882656,0.7023392301669403,-0.6492875042588602,-0.5347698983155723,2.3517683560668976,3.859268237616824
0.5037631350930928,0.6038195532321131,0.9948185533358307,0.7296101855738524,2.6324119841969287,4.066790298545282
0.9667138312414363,0.869186777469975,-0.8402359887749948,-0.7086085551219742,4.120085698947307,5.887488978803655
0.624360294913806,0.6852767628081935,0.5211407625676496,0.3425214020916799,3.2594342044186373,6.211911489321398
0.29306171793008196,0.6215395108356014,0.18721783866046682,0.32609549444586916,1.006350607432167,1.15912271837216
0.05205065226194494,0.41745726927474697,-0.5144692222898917,-0.7207051983954849,2.0218566184578,3.4363922248818097
0.40561769715050777,0.3699055004090178,0.2584062938620466,0.3254463313774294,4.966519957009316,4.92417324765764
0.27427812588317446,0.20689733544033134,-0.022131083031588616,-0.025745388245398616,2.0888729909518227,3.1082958619750993
0.08671047442073421,0.2698761199870951,-0.5349686063440513,-0.6285027511106636,2.0092414519790753,2.671368717151966
0.917909478120181,0.8307905580426572,0.5069054958410166,0.427697046381177,2.1464848197519646,3.2521470933355956
0.2054658298219757,0.38287223541547244,0.66117113507776,0.4149415259656153,4.464478547584376,6.511292686449201
0.16799616950521445,0.19260009003196363,-0.13393846335047055,-0.22942020050069964,3.2788949093457576,4.008863984296989
0.9059257284421237,0.8209620505876976,-0.10159529273044221,-0.06079213684578884,3.728196424374145,4.8862835193513225
0.6534117170586591,0.8377133730737732,0.7868367870999047,0.37082383193702084,1.7343979887382894,3.736328085497688
0.6236514076165101,0.7314219317503071,0.18060972244916118,0.02008933115263208,3.927601938874125,6.00277250604586
0.8831971573095435,0.8008425730758002,0.5913355025120584,0.5487660797922541,1.6294395456567865,3.516205872078545
0.935912136844853,0.712701507128235,-0.7870329616049174,-0.8275259241228863,3.206265805942036,3.0585809878302768
0.10040898962816291,0.3348744329959977,0.5062911825669718,0.10225760370999921,1.4584985819502023,2.646048526975913
0.7939239815165839,0.7865233321302498,-0.05089679877448283,-0.06399862237003652,3.957526022129486,3.932964111713072
0.6535410560277533,0.5044571082398337,0.012992114174535052,0.15779263869396293,3.4225159877921767,4.350199876309551
0.017873583916352742,0.36506811914687304,0.34649398889091265,0.01995144835803524,1.2113120587244,1.725568471917396
0.029850331449189138,0.29193859440407743,0.1481329475123403,0.006771114861811198,1.7371194618021395,3.856507650830973
0.9124069986983084,0.690876399135407,-0.7625026841928437,-0.5330828900108182,2.26764617273289,3.8308871343463897
0.2814116946688471,0.42811843951952316,0.8715469902536419,0.6370945162502537,1.9904220848026148,3.004042169067061
0.652605347113367,0.392612605361336,-0.9311411961753295,-0.9051965276995629,1.6616438549704555,2.004590467112936
0.8050591406541642,0.8075866863702711,-0.4174485168832054,-0.38399812728351723,3.1513662294425977,6.117186530138537
0.5524256756518927,0.5758232375428309,-0.08321275699423558,-0.09339624614000293,3.9819688295262816,5.5548226609405
0.04149082171030771,0.46177679353309287,-0.8749245907876864,-0.514682933113775,1.0952132750884673,3.6321640990467166
0.12562264030992243,0.5370444313233077,-0.608568481636089,-0.6664836179754116,1.0595852179613763,2.1279728516922054
0.6487970866522617,0.612730562161349,0.13848811661298988,0.21803361098868318,2.1848740908580746,3.722815548593914
0.9068169573603857,0.9644263244713382,0.9021014868324058,0.9361412323275353,4.847749089369115,10.0
0.2999344908520205,0.694661311858775,-0.14642222832441365,-0.4568069346294205,2.3887713537872286,4.255155227696536
0.10318290257152296,0.14156495750473744,0.7987928881494235,0.7028527149310484,3.104696856383538,4.484302032510169
0.23835353130660786,0.22647536681527133,-0.44887203492572714,-0.660977258948164,2.372401674216709,2.2906715608514316
0.13289229368944655,0.0045226554814909075,-0.6039669688412799,-0.6948436780425783,3.869545789527818,5.911588597096163
0.9432608478262295,0.8147665147446805,0.1564996089564621,0.37996027780986474,4.12170603134383,4.931191484014099
0.6840933113473793,0.4771324092086804,-0.7745467216661064,-0.46993578049762463,1.2310912426882719,1.9982203621207872
0.8483449349009837,0.6198174908723025,-0.5900570211669509,-0.3540404835185068,4.141559601766483,6.459574659238953
0.2707660799031717,0.18969947909383597,-0.3328057372786084,-0.4148122418183293,4.8770154245521,5.285698541209081
