ID,neg_llh,r2,AIC,BIC,w_cost,b,beta,test_acc
ELF75Z11,27.28432884137798,0.21274068173120542,60.56865768275596,66.3047266990404,0.45160876688299795,-0.011299052068782633,7.381572286934494,0.68
88SKGELB,13.588297551686193,0.6079246101611737,33.176595103372385,38.912664119656824,0.7362487316717767,-0.6044524454828983,5.893394676361167,0.88
KM0U7C3O,11.237428254238496,0.675756359705292,28.474856508476993,34.21092552476143,0.3439624695749143,-0.058695986509518246,10.0,0.9
3C9HH4P4,23.590616045518576,0.30542724937989263,53.18123209103715,58.85669298536903,0.559544104111641,-0.28078240036412494,5.637811208911947,0.7142857142857143
FPY3G2RN,19.895446801426058,0.4259387512662488,45.790893602852115,51.526962619136555,0.6041507894744798,-0.304816437251208,8.070302216831044,0.78
PV9L0NK4,20.708398972091533,0.4024819099642688,47.41679794418307,53.152866960467506,0.4858981621300139,-0.23344504626242948,6.313200806466178,0.78
Y3ZW90BS,15.857260933529904,0.5424561657822823,37.71452186705981,43.45059088334425,0.46366559959519815,-0.27534752888489705,6.8877868136261,0.86
ZRL8UU89,28.19758790905006,0.18638959517165765,62.39517581810012,68.13124483438456,0.4577066961047352,-0.03916715690886363,6.127468526907706,0.72
2353145V,23.23293461149917,0.3296392090138518,52.46586922299834,58.20193823928278,0.27114481258177947,0.2327097330933907,9.467148945408553,0.72
N9AJLIYJ,30.054944956236415,0.13279759914893918,66.10988991247282,71.84595892875727,0.6481396827069266,-0.152588818260104,6.515209915778342,0.62
92AMSAAZ,31.9162008047697,0.07909310749884824,69.8324016095394,75.56847062582384,0.4420455390581663,0.20620772753281666,3.831051635864703,0.52
N83IXPDK,24.332906950014117,0.29790071625604087,54.66581390002823,60.40188291631267,0.0,-1.0,0.975956040304644,0.82
JOVIWOO2,30.235703629067597,0.12758200633111494,66.4714072581352,72.20747627441963,0.8065711487550635,-0.8189124061463672,1.6355484712296477,0.66
1GDCKLZO,7.38098193303061,0.787029879366514,20.761963866061222,26.498032882345658,0.0,-0.001780682793420085,9.384770259026231,0.94
X67R06MS,11.775185847091036,0.6602399554571171,29.550371694182072,35.28644071046651,0.0,-0.10168939507546361,4.885041865215955,0.92
Y4N8MCWN,12.74641738906477,0.6322161368739081,31.49283477812954,37.22890379441398,0.2067008569298572,0.07708999675785753,10.0,0.9
YOMA8T3S,29.934673985408327,0.13626788581247085,65.86934797081665,71.6054169871011,0.37726017207462476,0.39950443415146547,3.1694358713508564,0.6
RE74M6LL,18.681513476200543,0.4609654630317027,43.363026952401086,49.099095968685525,0.2652303903745362,0.1388817408028647,10.0,0.78
WPMH56EI,27.8182566973351,0.19733478033156915,61.6365133946702,67.37258241095464,0.10539886687840093,0.3664377346632691,5.3458433409013075,0.66
PTS6FGY5,23.44616251923422,0.3234867521124821,52.89232503846844,58.62839405475288,0.6064011698532847,-0.1452980875903099,10.0,0.74
F7ARKNCT,22.919348475980613,0.33868739226593503,51.838696951961225,57.574765968245664,0.0,-0.022083359054765748,2.941773191725777,0.8
1EN8B1B1,21.10553865690422,0.3910228808878794,48.21107731380844,53.94714633009288,0.5707271796848296,-0.21088974702417024,8.898716115268384,0.82
C23E9AKY,17.308142569998395,0.5005925709452832,40.61628513999679,46.35235415628123,0.373790417877598,-0.09591078315278723,9.82408199342544,0.78
S8PAC0ZH,5.842874451648172,0.8314102800814072,17.685748903296343,23.421817919580782,0.3534760070097692,-0.2903979035543257,10.0,0.96
HM7GOAF9,23.622524872549658,0.3183980102619284,53.245049745099315,58.981118761383755,0.17883573036016281,-0.0826810885435139,3.2003982800606283,0.78
LAA1OD1K,22.793332776427437,0.34232343676232535,51.586665552854875,57.322734569139314,0.6029410586410698,-0.18156503895132112,10.0,0.76
0IT5KN4M,30.80566493714434,0.11113639927789687,67.61132987428869,73.34739889057312,0.6501482439251783,-0.17874736728701757,5.736568218286732,0.64
6WV2NEE0,26.097770990986316,0.24697750426096388,58.19554198197263,63.93161099825707,0.5780672862576707,0.031129789059968476,9.588450803678661,0.66
ZD5YRLF3,30.256218179687817,0.1269900815221977,66.51243635937564,72.24850537566007,0.5440380306062521,0.0008085227896625369,6.232386750743289,0.6
HVPDYHIR,32.0413530992323,0.07548197560730674,70.0827061984646,75.81877521474904,0.4539581467315698,0.1246299804631632,4.113934455962405,0.6
POW9GSVY,23.82497285195627,0.3125565963433701,53.64994570391254,59.38601472019698,0.5787730595899525,-0.046348085002232996,10.0,0.64
BJWPOBQK,26.854855814068884,0.2251326538650935,59.70971162813777,65.4457806444222,0.5606776210900247,-0.31870798172903864,4.160237783499025,0.7
5DO63X5J,9.423235657081436,0.7225539724163379,24.846471314162873,30.521932208494754,0.0,-0.07362661644875068,5.9566096377355215,0.9387755102040817
9TCBNURI,15.709678346003642,0.5467144991251962,37.419356692007284,43.15542570829172,0.21037203363578583,0.12320522398984597,10.0,0.82
M5KTEK0H,16.12643186298845,0.5346895344806559,38.2528637259769,43.98893274226134,0.09094523753445316,0.01199512897935032,5.684260800204364,0.8
DNF7I1P8,17.019457852634936,0.5089222511476971,40.03891570526987,45.77498472155431,0.09838426209729359,0.10016793676370232,6.157937181326589,0.84
THDOFYVJ,23.91231799785133,0.3100363481667997,53.82463599570266,59.560705011987096,0.698033384261722,-0.2418711453531313,10.0,0.74
M59HVEQF,10.693156293028027,0.6914607288919571,27.386312586056054,33.12238160234049,0.3051630371959536,-0.0941436772664096,10.0,0.9
MK4MT68C,28.421026552162523,0.17994251872443146,62.842053104325046,68.57812212060948,0.3028331533830267,-0.04742554135940997,3.2185567688217613,0.76
LYNM91ED,21.605966934606062,0.37658357299665834,49.211933869212125,54.948002885496564,0.6574979580809867,-0.25248770132473763,10.0,0.78
TO5RXBKL,24.502822616214914,0.2929979864760962,55.00564523242983,60.74171424871427,0.048688761918340616,0.1252428728244497,4.710174785704313,0.78
IPBY8TLI,22.600226453946362,0.3478953074384804,51.200452907892725,56.936521924177164,0.2355327037123344,-0.07542393359335224,4.049174116811524,0.74
FAABLIH3,26.417061443545766,0.23776472921074965,58.83412288709153,64.57019190337597,0.564933320854829,-0.2286517961952705,5.683172252523358,0.66
B5TKEJ2C,32.60990785877636,0.05907695296594617,71.21981571755272,76.95588473383715,0.5353774387092322,-0.3098470296086784,1.728151625859825,0.56
2ZE636RI,-0.0004300093424100356,1.0000124074469166,5.99913998131518,11.735208997599617,0.0,-1.0,10.0,1.0
2YD3BL09,10.504937728420943,0.6968915686871946,27.009875456841886,32.74594447312632,0.5415677428204106,-0.3079937446559076,10.0,0.88
O5GG3FTV,25.273992027263564,0.27074674077599314,56.54798405452713,62.28405307081157,0.7745167653089903,-0.4286773091375836,7.482695086090007,0.7
3QTXT7DJ,4.119181879035449,0.8811455346119175,14.238363758070898,19.974432774355336,0.025952045106912777,-0.29304171853212974,5.75456157740092,0.98
IRYI65XQ,12.198182196057187,0.6480348607577651,30.396364392114375,36.13243340839881,0.8241624286924594,-0.605750166636663,9.298658573929737,0.92
3MC0RP22,28.50305546810327,0.1775756645196872,63.00611093620654,68.74217995249097,0.7747065593113869,-0.5883415485844351,2.9177613697368514,0.66
I4T5QOQ3,28.194093385894185,0.18649042579620279,62.38818677178837,68.1242557880728,0.5113927295679684,0.036855178881626996,8.684382659356123,0.64
GUBD8BKK,18.400608921997055,0.46907065517795266,42.80121784399411,48.53728686027855,0.319754993529629,0.04045008582841374,10.0,0.84
Y11W6YEE,20.561223549201422,0.40672849501915476,47.122447098402844,52.85851611468728,0.5746485263076813,0.09025867204259977,10.0,0.8
TWUPRP9C,17.151354395865066,0.505116521371127,40.30270879173013,46.03877780801457,0.3425451980751008,-0.032493176292363986,10.0,0.84
AV6YPXJU,25.892191067548193,0.2529092869819741,57.784382135096386,63.520451151380826,0.23087800333871836,0.1150887459706836,6.157936929298521,0.72
KLPEK6B4,24.750337527998795,0.28585621576056264,55.50067505599759,61.23674407228203,0.37589479232249073,0.05295270436724802,8.199943789373053,0.7
I3Z3I3RS,20.935927579114292,0.39591682210402657,47.871855158228584,53.60792417451302,0.32296714843823127,0.2696239009650996,10.0,0.78
6MGZ913N,10.960980838992779,0.6837329460061234,27.921961677985557,33.658030694269996,0.6411486951010452,-0.410236575020028,10.0,0.88
S2IKMVQK,10.27583564448694,0.7035020574941729,26.55167128897388,32.28774030525832,0.464728130491483,-0.40670143457018465,6.828005473814241,0.94
B7HURJW2,21.349527122188196,0.3839828619098934,48.69905424437639,54.43512326066083,0.7639056636278801,-0.4358383504586634,8.160404927221224,0.78
FS5JUY7H,15.05633358787251,0.5655660439761279,36.11266717574502,41.848736192029456,0.217650982518132,0.10017805185552472,9.990798364037346,0.88
0BUK3E0S,24.900701767752423,0.28151762090017074,55.801403535504846,61.537472551789286,0.4980767103675576,-0.2830287990950015,4.067576383170503,0.74
14ZLZMV8,24.970890759547206,0.27949239469242415,55.94178151909441,61.67785053537885,0.24722032379309336,-0.0010111935819367257,4.863544277258693,0.76
AEAFGGIP,22.91025376248197,0.33894981022719095,51.82050752496394,57.55657654124838,0.23689907240170477,0.20647313599975592,8.91010343512077,0.68
RQJRN75N,14.353854394621639,0.5858353089447421,34.70770878924328,40.443777805527716,0.3358307815040685,-0.037009594548046754,10.0,0.86
5IEHSDSC,29.15503176577513,0.15876360509112042,64.31006353155027,70.0461325478347,0.49302706214244163,-0.12821612003785327,5.4835446763585205,0.56
OVU0ULGA,20.26844064667272,0.41517642384985953,46.53688129334544,52.27295030962988,0.324591336263823,0.3087823820720308,10.0,0.78
AE7CJHC5,17.90211672277049,0.48345409965287267,41.80423344554098,47.54030246182542,0.40014878646365953,-0.07773614582776256,10.0,0.82
YKQ5273D,27.5316712112653,0.18939172400249205,61.0633424225306,66.73880331686249,0.799409681170524,-0.2795331285938219,7.964408325006829,0.673469387755102
ABPH33RI,24.677524118641454,0.2879571666523637,55.35504823728291,61.09111725356735,0.5560388358377792,-0.11381369938842488,9.389097781881395,0.78
TMKF6UR9,27.30240439403398,0.2122191315276426,60.60480878806796,66.3408778043524,0.0,0.7019485094166017,3.933286573416026,0.76
3MQ2BEJ6,24.47024419683677,0.2939380009576331,54.94048839367354,60.67655740995798,0.2853068995581574,0.14015103323451794,7.287120754838206,0.72
B3FARQZU,8.385412449939317,0.7580481408532795,22.770824899878633,28.506893916163072,0.0,-1.0,2.1766149675348334,0.96
J330EMLE,11.88222872551434,0.6571513508598414,29.76445745102868,35.500526467313115,0.6203306308555735,-0.4537942679537635,7.986136552909903,0.92
8YTSZB2C,15.71748664838119,0.5464891991428393,37.43497329676238,43.17104231304682,0.4597264618017755,-0.14815260565924385,10.0,0.78
FVWFE3K6,13.28224991445037,0.6167552783314918,32.564499828900736,38.300568845185175,0.06681570658910825,0.08057936282179058,8.723769971543458,0.88
XRQTASLE,22.00450528285592,0.36508418702417533,50.00901056571184,55.74507958199628,0.3096656324406979,-0.11934547301233701,5.024854486435943,0.76
K12NR4N9,26.981005608827992,0.13499193355436767,59.962011217655984,65.38199868696694,0.44037943421817816,0.036365447997384004,6.104255063730313,0.5777777777777777
H5Q4ERRC,1.867449775464048,0.9461167893965762,9.734899550928096,15.470968567212534,0.0,-0.02423767605168319,10.0,0.98
IFQ5DUQ4,24.643082249152773,0.2889509489385691,55.286164498305546,61.022233514589985,0.3336268780105253,0.12755381099629123,8.81076781156519,0.72
TLZU75MF,28.683866122528432,0.15546793043888352,63.367732245056864,69.04319313938875,0.7060221597494694,-0.3303666921054293,5.133762194974157,0.6122448979591837
CMB283XT,26.299296243213814,0.24116271462091377,58.59859248642763,64.33466150271207,0.0,-1.0,0.8241504563405023,0.78
65EF8817,12.828990924484126,0.6298335682727447,31.65798184896825,37.39405086525269,0.22705232706712186,0.0059354446368188275,10.0,0.9
JOB9AH7F,14.498554751284516,0.5731225910258104,34.99710950256903,40.67257039690091,0.0,-0.17178517836566196,3.8553596369989354,0.8979591836734694
DDAA1UO5,11.61324177162914,0.6649126737485216,29.22648354325828,34.962552559542715,0.3400604052966966,-0.1384678219999328,10.0,0.9
1RYZ8NMP,11.605087910188063,0.6651479444578243,29.210175820376126,34.94624483666056,0.0,-1.0,1.8357391466299395,0.94
VRQA95W1,24.18383982920874,0.3022018841749511,54.36767965841748,60.10374867470192,0.6219885733620971,-0.13771462613092703,10.0,0.72
ZAK14ZU8,25.989699878577945,0.25009577741966216,57.97939975715589,63.71546877344033,0.6960536520376438,-0.053025473468183974,9.80208169806483,0.68
6XCEPJGH,-0.00039596938054280905,1.000011425261233,5.999208061238915,11.735277077523351,0.0,-1.0,10.0,1.0
4ZFPW2MZ,23.57625674777049,0.31973302614533106,53.15251349554098,58.88858251182542,0.5835344609834198,-0.3775011239340165,4.2318377782484635,0.8
LFYPVQQ6,19.7840420011464,0.42915321432414255,45.5680840022928,51.30415301857724,0.5189698358282728,-0.1762478316104822,9.96922460130363,0.84
IZ5NU20E,30.983796741902914,0.10599660185090087,67.96759348380583,73.70366250009026,0.4961651436386326,0.014961954331834953,5.804355343513071,0.6
X2BGHV10,5.725495743826955,0.8347971136749996,17.45099148765391,23.187060503938348,0.8976830617684202,-0.7888579832140906,9.958945963217065,0.96
FWZGY0XU,25.5312932253544,0.2633225975259844,57.0625864507088,62.79865546699324,0.46974718630821816,0.04407419556418026,9.592340178174227,0.76
SPDQJPRH,16.48013894315731,0.5244837054709173,38.96027788631462,44.69634690259906,0.0,-1.0,1.5055754320344952,0.9
AUBWTOVF,16.162016130686776,0.5336627895498152,38.32403226137355,44.06010127765799,0.4980445595781231,-0.1603148568000693,10.0,0.82
MERXBFBB,7.629503712362374,0.7753663842802218,21.25900742472475,26.934468319056627,0.5160181758218017,-0.33836488377570306,10.0,0.8979591836734694
CXPJ8BXK,20.05858641151778,0.42123153713721107,46.11717282303556,51.85324183932,0.8900014370768318,-0.64518642279771,6.081372179622863,0.78
ULXYNFYX,29.439529253752585,0.1505547427901116,64.87905850750516,70.61512752378961,0.27239327276270914,-0.020628381239306354,2.8520145636526766,0.78
4KSYTS11,14.57769457445373,0.5793766465968331,35.15538914890746,40.8914581651919,0.8542079977873972,-0.7451070725193186,6.110524232882249,0.88
XM34JFLJ,20.850493365514623,0.39838193242967646,47.700986731029246,53.437055747313686,0.6165966407955914,-0.14180787661415273,10.0,0.88
EH1ASJPH,14.594631759866784,0.5788879427287925,35.18926351973357,40.925332536018004,0.7500152643415317,-0.6810696741571144,5.614605301076408,0.88
AVJ07QLR,27.94865321425474,0.1771146246585571,61.89730642850948,67.57276732284136,0.8151833667560286,-0.48012579863701293,4.678770464579944,0.673469387755102
Y04YO1G7,24.380288525397184,0.2965335729793477,54.76057705079437,60.49664606707881,0.751309451521599,-0.37610144616358626,6.864284663849246,0.74
KGCT3D1B,31.59169008413813,0.08845650764625768,69.18338016827626,74.91944918456069,0.6166614306433532,-0.1577894573393602,5.021772681537841,0.58
4IPJA54B,11.406272083150606,0.670884556612168,28.812544166301212,34.54861318258565,0.0,0.11973850275083824,7.780289378650779,0.88
QADPUMOE,20.33550847745477,0.4132412553124106,46.67101695490954,52.40708597119398,0.03260317014754366,0.1401407807087888,5.7108504369164885,0.82
31BHBESS,20.863650500709884,0.3980022977557063,47.72730100141977,53.46337001770421,0.6231148710742374,-0.24809467511084685,10.0,0.8
QOGZCC68,4.666743651456632,0.8653462415388693,15.333487302913264,21.0695563191977,0.6142599036703089,-0.8162556604768266,5.5489684386864955,0.98
5EVAFKOI,26.454419128030725,0.23668681428783878,58.90883825606145,64.64490727234589,0.7878293284995745,-1.0,1.6807333677259113,0.78
ZCB66JDA,26.623668118980444,0.2318033206894664,59.24733623796089,64.98340525424533,0.0,0.11347974603897305,2.8795110489846847,0.72
L4OQKLM7,5.348358603316439,0.8425295829816235,16.696717206632876,22.372178100964756,0.8794289296094686,-0.7031798652144605,10.0,0.9387755102040817
5VBWGKFO,18.39416568291646,0.46925656775932945,42.78833136583292,48.524400382117356,0.4715645256799628,-0.10493699846045702,10.0,0.84
LULB5GYR,29.90844582843593,0.13702467045238564,65.81689165687186,71.55296067315629,0.8529756257999578,-0.3593945445755963,7.347786468498699,0.54
G6R1E33Y,29.670187856031134,0.1438993423571988,65.34037571206227,71.0764447283467,0.6494861574853442,-0.4174690586064226,2.961987688964719,0.68
65DQZSPQ,25.467520244599573,0.26516269678753834,56.935040489199146,62.671109505483585,0.2781994051890385,0.007975768674605928,4.964921306781073,0.72
P0FDEP5V,14.731914139166287,0.5749268105724559,35.46382827833257,41.19989729461701,0.5611264056222601,-0.318220293168072,9.030896383670216,0.84
ZKKOEIOD,22.079011206323358,0.3629344004981089,50.158022412646716,55.894091428931155,0.0,-1.0,1.0547341631639682,0.84
Q6NRG45L,24.324814120997168,0.29813422594183114,54.649628241994336,60.385697258278775,0.14015736006334983,0.19662825006999904,6.071345261634226,0.72
MGE91R3O,22.577097899904633,0.3485626564428591,51.154195799809266,56.890264816093705,0.6982707908585702,-0.23319471122045982,10.0,0.82
6M792YMW,30.504144993438857,0.11983642582815723,67.00828998687771,72.74435900316215,1.0,-0.3650563111580585,4.7618984861935285,0.64
2CD0B69O,20.614144813748,0.40520151010077643,47.228289627496,52.964358643780436,0.0,0.31285517879502794,7.509957576201323,0.8
31ME01V3,11.332072924674094,0.6730254917716119,28.664145849348188,34.40021486563263,0.24346050767129906,-0.15539343036106337,6.94417424110726,0.9
71LLEFLB,27.99665609985547,0.19218726166529532,61.99331219971094,67.72938121599537,0.6930153160527253,-0.3220441996271307,5.416167117874619,0.68
78KLS8FR,17.22929034447725,0.5028677652397315,40.4585806889545,46.19464970523894,0.3125904663956434,-0.0227317142590509,9.180798853394059,0.84
KNERI0ML,13.418562810112242,0.61282211955988,32.837125620224484,38.57319463650892,0.0,-0.7337276294530412,2.0502503865977415,0.92
9CKX44CO,22.087578697999355,0.3626871949430325,50.17515739599871,55.91122641228315,0.6094882351920836,-0.3008953531948521,7.638158803756071,0.74
SCZ5DPG9,6.699856587869063,0.806683002520281,19.39971317573813,25.135782192022564,0.7537109692015594,-0.5909510020754944,10.0,0.96
B2CFWWQJ,15.769235375530505,0.5449960465022265,37.53847075106101,43.274539767345445,0.5170623349975594,-0.13044393268629492,10.0,0.82
R7G6H8LP,17.58374456965634,0.44852215019779473,41.16748913931268,46.65341332877996,0.5267869651123865,-0.20533804920488932,10.0,0.782608695652174
H04ZVH49,22.472772039467554,0.35157286447264013,50.94554407893511,56.68161309521955,0.6605819461905066,-0.21936136246941357,10.0,0.76
EYV4366S,26.502834036794468,0.21968352582884476,59.005668073588936,64.68112896792081,0.6243086491579178,-0.19449406357065324,9.140691725761105,0.673469387755102
Z1VJ15F0,14.6028633393262,0.5786504295514969,35.2057266786524,40.941795694936836,0.5686782374423484,-0.3454732990405888,8.702457838867776,0.84
5B9N6IL8,24.121734975378185,0.30399385146768065,54.24346995075637,59.97953896704081,0.07428090438386908,0.018364854395245194,3.2784704137663763,0.74
PAWXOLHN,21.613905109000257,0.37635452570001404,49.22781021800051,54.96387923428495,0.40840265741369247,-0.031632039642841,8.199589091365246,0.76
XYWQCXF1,16.9797269749534,0.5100686419517233,39.9594539499068,45.69552296619124,0.25199064052058345,-0.06293384250536033,6.53660301039755,0.84
8R5PPMRT,27.235342084774736,0.21415414074762018,60.47068416954947,66.2067531858339,0.5607541587904928,-0.17429969562260578,6.689657978165824,0.7
BKRUDJZS,21.588139653158926,0.3770979596073847,49.17627930631785,54.91234832260229,0.5141765505368252,-0.15239566172799154,9.241582865616538,0.76
06TCS2X1,18.681399369300518,0.4609687554608787,43.362798738601036,49.098867754885475,0.28063525627369035,0.36418350783358105,10.0,0.78
K7V9D9OJ,23.063899191581765,0.33451654025484034,52.12779838316353,57.86386739944797,0.5715097928059824,0.05872640842321922,10.0,0.76
SUI6H62Y,7.009836874063138,0.7977388620869703,20.019673748126277,25.755742764410712,0.647810837292782,-0.4597025117671641,10.0,0.94
RBDA9YKD,19.83670437975207,0.42763369927502615,45.67340875950414,51.40947777578858,0.35703181327785294,-0.05429449152252702,7.958404892407378,0.8
EWEL91GD,15.752430138929128,0.5454809431323421,37.504860277858256,43.240929294142695,0.5193624147215024,-0.2143831811202268,9.614684608884481,0.8
G8ACXQ1I,15.922919473798467,0.540561660773533,37.84583894759693,43.58190796388137,0.456777444032711,-0.1273613240810753,10.0,0.76
63R7N045,23.00155978495618,0.3363152753106542,52.00311956991236,57.739188586196796,0.33786974585073776,0.14268779842072257,10.0,0.74
INDP9D1Z,25.674996928518578,0.25917618512773766,57.349993857037155,63.086062873321595,0.05421055531322583,0.4033926046527633,5.846153935989582,0.7
PK1EQ7GG,22.405860286072603,0.35350352956864173,50.811720572145205,56.547789588429644,0.5885703869140064,-0.13785058856792726,10.0,0.8
H4VWDUJF,26.315729934609458,0.24068853851931382,58.631459869218915,64.36752888550335,0.645180074670639,-0.3656132462673711,4.850582362284413,0.76
FAL3UZA1,-0.00036148042065778596,1.0000104301202053,5.9992770391586845,11.735346055443122,0.0,-1.0,10.0,1.0
AZCEER54,21.065978102791536,0.39216435719254317,48.13195620558307,53.86802522186751,0.2719122791275232,0.10128652346102907,10.0,0.84
KJ2KEPZX,17.58345164684209,0.4926488301478008,41.16690329368418,46.90297230996862,0.4483654253473849,-0.06282559705529056,10.0,0.8
42FPD463,22.6579313480499,0.3462302961473165,51.3158626960998,57.05193171238424,0.29449597454553655,0.021012755959691827,6.820580521408348,0.8
ZIPHUMXZ,11.825778354013936,0.6587801642802409,29.651556708027872,35.38762572431231,0.390843366091148,-0.15546800274585645,10.0,0.92
NPK6DLQB,16.033761282849145,0.5373634422087215,38.06752256569829,43.80359158198273,0.371212338767084,-0.040148729224211595,10.0,0.84
5G72WPOC,25.55774491576641,0.26255936307437366,57.11548983153282,62.85155884781726,0.2955817787975142,0.21426979154566464,7.104298559822239,0.8
T90JP02U,13.30625894785047,0.6160625240630346,32.61251789570094,38.34858691198538,0.6288648209661608,-0.40662926784411035,8.011851022669878,0.88
PVHJ209L,25.021833676259728,0.2319388221555666,56.043667352519456,61.59411015764963,0.6419187858656608,-0.14917438366085053,9.454237191399919,0.723404255319149
3Y0LRDVE,20.068211482937926,0.3419929730466933,46.13642296587585,51.48899186763063,0.4576387641339778,-0.033030214980405675,9.769876249366945,0.8409090909090909
WXYY3SZ4,11.153529667257326,0.6781771612127985,28.30705933451465,34.04312835079909,0.0,-1.0,1.8840565150739284,0.94
2L8WK0ZR,10.212910148836517,0.7053177035045799,26.425820297673035,32.161889313957474,0.5719360548987396,-0.3391229770646393,10.0,0.92
1D7DJOTV,5.073489930583635,0.8536100247429379,16.14697986116727,21.883048877451706,0.0,-1.0,2.6059688992565797,0.98
8F6ELM9X,13.823752226036556,0.6011308243403859,33.64750445207311,39.38357346835755,0.6845628319693634,-0.5011050541604013,7.547817692328398,0.9
