ID,neg_llh,r2,AIC,BIC,w_self,w_magnitude,b,beta,test_acc
L9QZ9799,27.63209139369205,0.2027063755385975,63.2641827873841,70.91227480909669,1.0,-1.54234295683597,-0.15648016947188179,6.02591580629956,0.68
YL4D1KO7,19.906294227685994,0.4256257607048164,47.81258845537199,55.46068047708457,0.4106881027384082,-0.19158280734384756,0.07878119529700359,10.0,0.7
YCCX1M79,27.30351958997503,0.2121869537745673,62.60703917995006,70.25513120166264,1.0,-0.8491817471095031,-0.09880123084435094,6.0957236333499765,0.66
ELF75Z11,29.16533153980578,0.15846641643279458,66.33066307961155,73.97875510132414,0.5222646740559649,-0.46397163519772644,-0.08461570310155206,2.9997220170388776,0.7
88SKGELB,10.419615607199137,0.6993534447104912,28.839231214398275,36.48732323611086,1.0,-0.6998561398661122,-0.5373476313406087,10.0,0.86
KM0U7C3O,11.137309015899385,0.6786451902782804,30.27461803179877,37.92271005351135,0.031814611010829906,0.6854991943330722,0.0800467088142645,10.0,0.9
3C9HH4P4,23.384530636123177,0.311494971790797,54.769061272246354,62.33634246468886,1.0,-0.9075448626750429,-0.492566718621629,5.729560350347332,0.7142857142857143
FPY3G2RN,20.989081061473655,0.39438313679590997,49.97816212294731,57.626254144659896,0.8318318454093903,-1.5120554950918794,-0.4953545527333946,3.0878274603117615,0.78
PV9L0NK4,20.703610290277226,0.4026200821143867,49.40722058055445,57.05531260226704,0.5924258633615131,-0.2116656822511791,-0.2881046149426692,6.267123702871497,0.78
Y3ZW90BS,15.692535244388967,0.5472091444788951,39.385070488777934,47.03316251049052,0.10038537122462261,0.6784469968958392,-0.09568270798810928,6.455136612147652,0.84
ZRL8UU89,28.169437159219832,0.18720185411520518,64.33887431843966,71.98696634015225,0.6410304391651845,-0.3824426823489441,-0.12655170722101117,6.035300825011639,0.72
2353145V,23.086638762206917,0.33386041493938334,54.173277524413834,61.82136954612642,0.0,0.5448998390640013,0.3671435974477418,9.476175808309435,0.78
N9AJLIYJ,29.95576089631344,0.13565944617666148,67.91152179262687,75.55961381433946,0.2785344811487158,0.7950004076385214,0.014983341413874977,6.4949842260603905,0.64
92AMSAAZ,31.844638968128354,0.08115794563563572,71.6892779362567,79.33736995796929,0.025715286943229138,0.8187632177119188,0.414327956107231,3.743390790110983,0.52
N83IXPDK,23.477815979086117,0.322573426321376,54.95563195817223,62.60372397988482,1.0,-3.0,-3.0,0.47403164984393176,0.82
JOVIWOO2,30.10834140301436,0.1312569033695865,68.21668280602873,75.8647748277413,1.0,-0.637602510179447,-0.7546649308529504,2.0184050034232164,0.66
1GDCKLZO,6.832037485219013,0.8028690680181405,21.664074970438026,29.31216699215061,0.0,-3.0,0.07512017995099664,5.218751820151715,0.94
X67R06MS,11.731780066406227,0.6614923815479148,31.463560132812454,39.11165215452504,0.0,-0.6519918526049583,-0.1359021532889439,3.781686007399237,0.92
Y4N8MCWN,12.503231126567593,0.6392330091722481,33.00646225313518,40.65455427484777,0.8009252353494497,-1.2876418345376401,-0.21491860875258842,10.0,0.9
YOMA8T3S,29.712942467741854,0.14266570503139497,67.42588493548371,75.0739769571963,1.0,-1.2358485562330814,0.0737361547763586,3.391260429029578,0.62
RE74M6LL,18.556776579593407,0.46456460907472263,45.113553159186814,52.7616451808994,0.0,0.586724792788815,0.2543357352630531,10.0,0.82
WPMH56EI,27.772747451919553,0.19864789958508133,63.545494903839106,71.19358692555168,0.027655066652072624,0.35749879602028,0.35755376566382185,5.905668196357823,0.66
PTS6FGY5,25.461336119135314,0.2653411329303288,58.92267223827063,66.5707642599832,0.8673330932008076,-0.7036077662905156,-0.2737083863125089,5.845847482124266,0.74
F7ARKNCT,23.185640810143983,0.3310038196674502,54.37128162028797,62.01937364200055,0.04266600073354843,-0.6295489947731254,-0.2858328950640186,1.6164199562436288,0.8
1EN8B1B1,20.881493890491438,0.3974874463566963,49.762987780982876,57.41107980269546,1.0,-0.8437295656213412,-0.4343901865907746,8.730747842527528,0.8
C23E9AKY,19.65855841912887,0.432773905153936,47.31711683825774,54.965208859970325,0.6925085261974092,-1.905336107910267,-0.24880615222996058,3.630854267049652,0.76
S8PAC0ZH,5.496520959804652,0.8414039293829516,18.993041919609304,26.64113394132189,1.0,-1.3675247123246,-0.6260119970281934,10.0,0.96
HM7GOAF9,23.343360269227762,0.326452998038013,54.686720538455525,62.33481256016811,1.0,-1.783823430612628,-0.43609462557581763,3.408901321684943,0.78
LAA1OD1K,22.543261205952263,0.34953897705416237,53.086522411904525,60.73461443361711,1.0,-0.7929981386485263,-0.37367537313123983,10.0,0.72
0IT5KN4M,30.55722630976228,0.11830482279168397,69.11445261952457,76.76254464123714,0.08905851368525465,1.1596729507259012,0.08334335355093474,5.748587990331324,0.62
6WV2NEE0,24.25779753352096,0.3000679159100157,56.51559506704192,64.1636870887545,1.0,-0.9392496001025392,-0.152258388565156,10.0,0.68
ZD5YRLF3,29.191733849256728,0.15770460681453657,66.38346769851346,74.03155972022604,0.0,1.163230313083404,0.24105260961000574,6.886873907518099,0.62
HVPDYHIR,31.921976379297423,0.0789264596442596,71.84395275859484,79.49204478030742,0.9514496000467269,-1.0371802178942335,-0.11285863173073281,4.179656765639897,0.58
POW9GSVY,23.810815516738284,0.312965090689594,55.62163103347657,63.269723055189154,0.7039083033215354,-0.2701841226342156,-0.10397184690033487,10.0,0.7
BJWPOBQK,26.674990665947178,0.23032246500957243,61.349981331894355,68.99807335360694,0.05088599921538792,1.1564098448446554,-0.040052223598269814,5.3336024191694165,0.72
5DO63X5J,9.293267125692232,0.7263806041654568,26.586534251384464,34.15381544382697,0.0,-1.5864954258486943,-0.0897863861650184,3.7501704317055564,0.9387755102040817
9TCBNURI,18.664322357515356,0.46146149386519175,45.32864471503071,52.9767367367433,0.8100396128536939,-3.0,-0.03291804693593297,4.087014393438194,0.8
M5KTEK0H,15.758278910616498,0.5453121832541689,39.51655782123299,47.16464984294558,0.0,0.6942826450923703,0.04412560852066895,8.049608065386444,0.78
DNF7I1P8,18.09255004346136,0.4779593555052579,44.18510008692272,51.83319210863531,0.03828589165858667,-1.2970868619775577,0.012838612938841936,2.221976728942372,0.86
THDOFYVJ,23.614943183746373,0.3186167715586896,55.229886367492746,62.87797838920533,1.0,-0.6379048931378257,-0.381738726157874,10.0,0.78
M59HVEQF,11.529481719986887,0.6673294779710992,31.058963439973773,38.70705546168636,0.7377950108868,-3.0,-0.2874214068911616,4.0498171996868,0.86
MK4MT68C,22.6589796799363,0.34620004768304213,53.3179593598726,60.96605138158519,0.48589168850929815,0.1968792797801091,-0.07733627672300171,10.0,0.8
LYNM91ED,21.564477863323567,0.37778069454446517,51.128955726647135,58.77704774835972,0.852983387435496,-0.3784867656159813,-0.35320651204008197,10.0,0.78
TO5RXBKL,24.47788778657405,0.2937174535774618,56.9557755731481,64.60386759486069,0.0,0.26958542786849843,0.1366928920462613,5.084803108821743,0.8
IPBY8TLI,21.839918883607904,0.369833146664033,51.67983776721581,59.327929788928394,1.0,-1.624777299818002,-0.42292795826486684,4.216214756366639,0.78
FAABLIH3,26.28288218759748,0.24163632415368497,60.56576437519496,68.21385639690754,0.12402909139271741,0.8727978981969335,-0.006138368775648393,5.811205710538365,0.64
B5TKEJ2C,31.00911999295177,0.10526592727675343,70.01823998590353,77.66633200761612,0.3865612764882302,0.5451533772490803,-0.06708449115608385,5.67996139372198,0.56
2ZE636RI,-0.000499868814249821,1.0000144231651882,7.9990002623715,15.647092284084085,0.0,-3.0,-3.0,5.339753827138637,1.0
2YD3BL09,9.84086011239643,0.7160527983552734,27.68172022479286,35.32981224650544,1.0,-0.9323818241333224,-0.539052188931251,10.0,0.88
O5GG3FTV,24.85064377303612,0.28296198931485184,57.70128754607224,65.34937956778482,0.02815502663096431,1.3974834926925057,-0.029368953308322957,8.051954751923788,0.66
3QTXT7DJ,4.112808149692013,0.8813294415662324,16.225616299384026,23.873708321096608,0.0,0.2753427276475035,-0.2478011226807016,6.489772588582179,0.98
IRYI65XQ,12.1368019189402,0.6498059211858664,32.2736038378804,39.92169585959299,0.4127864314802246,0.7571160657531324,-0.3683133652114921,10.0,0.92
3MC0RP22,28.25694474283673,0.18467691897671967,64.51388948567346,72.16198150738605,0.0,1.4947555586665038,-0.1736195667714381,3.1147617202715105,0.68
I4T5QOQ3,28.014925465361074,0.19166011920499293,64.02985093072215,71.67794295243473,0.19042566175757938,0.6486905258149033,0.19006533781979124,8.721784046308157,0.64
GUBD8BKK,17.627957972936095,0.49136464902892063,43.25591594587219,50.904007967584775,1.0,-1.5513134339059427,-0.2567438077096548,10.0,0.82
Y11W6YEE,20.54266788631585,0.4072638982756632,49.0853357726317,56.73342779434429,0.45613086404313447,0.2307198034601542,0.15219900143356377,10.0,0.8
TWUPRP9C,16.584977104701064,0.5214587155558155,41.16995420940213,48.818046231114714,1.0,-1.4231586996032042,-0.33975919359537854,10.0,0.84
AV6YPXJU,29.115162508951833,0.1599139886731784,66.23032501790367,73.87841703961625,0.19874314680399047,-0.19894670599832853,-0.12639595953043453,1.2456439844055887,0.72
KLPEK6B4,27.341933307513152,0.2110785681786801,62.683866615026304,70.33195863673889,0.5103104828634545,-1.7468251778258252,0.21569121410873657,2.79830500717534,0.68
I3Z3I3RS,20.91232130256171,0.3965979552663519,49.82464260512342,57.47273462683601,0.21023111950131929,0.22482757295114117,0.32434628998675585,10.0,0.78
6MGZ913N,10.612097957419904,0.6937995780680482,29.224195914839807,36.87228793655239,0.0,1.1687281590749472,-0.05216852265704151,10.0,0.88
S2IKMVQK,10.193915003526664,0.7058657875433696,28.387830007053328,36.03592202876591,1.0,-1.1715240440206682,-0.7114909374936355,5.904223609403028,0.92
B7HURJW2,23.674412983118838,0.3169008358659432,55.348825966237676,62.99691798795026,0.9516426478883178,-0.22435311482422032,-0.9738091576608381,2.343257334100153,0.76
FS5JUY7H,15.000852626330259,0.567166886137743,38.001705252660514,45.6497972743731,0.5016306478000953,-0.6340227005144778,-0.03033137450349213,10.0,0.88
0BUK3E0S,24.82326881809788,0.28375186354953097,57.64653763619576,65.29462965790835,0.0,1.0056574627898742,-0.020435370795866867,4.300821434719987,0.74
14ZLZMV8,24.926345819882037,0.28077768996345687,57.852691639764075,65.50078366147666,0.5981598456329065,-0.738319786153184,-0.17767238878578998,4.624145066965181,0.76
AEAFGGIP,22.071638615667762,0.3631471284976555,52.143277231335524,59.79136925304811,0.943556869295511,-1.5381051182335796,-0.10548273327581763,10.0,0.72
RQJRN75N,14.340910944248057,0.5862087779780614,36.68182188849612,44.329913910208695,0.23689909543316445,0.21380867572628973,0.008286335263823875,10.0,0.84
5IEHSDSC,28.957993085802315,0.16444893962032225,65.91598617160463,73.56407819331721,0.0,1.0167955174549277,0.11722246949216573,5.874514140707193,0.56
OVU0ULGA,20.090402624471427,0.4203135152842492,48.18080524894285,55.82889727065544,0.0,0.6336211667953593,0.4737724406943972,10.0,0.8
AE7CJHC5,17.745432098946775,0.4879750622483532,43.49086419789355,51.138956219606136,0.0,0.8089971803850706,0.12031565006434683,10.0,0.84
YKQ5273D,27.097620431578083,0.20217137517287442,62.195240863156165,69.76252205559867,1.0,-0.4794481722924317,-0.35508155377948186,8.71860186008587,0.7346938775510204
ABPH33RI,26.544309548302127,0.2340931250168592,61.088619096604255,68.73671111831683,0.8501920085818573,-1.0594383212703877,-0.3375935533726401,3.1400469608551322,0.78
TMKF6UR9,27.301695619998007,0.21223958242337881,62.603391239996014,70.2514832617086,0.0,0.029882156130203688,0.6921810754419361,3.9909273666342444,0.74
3MQ2BEJ6,23.19574888460062,0.33071216228961964,54.39149776920124,62.03958979091382,1.0,-1.6541249845136317,-0.16577955514866108,6.937996089608179,0.78
B3FARQZU,8.311472604803308,0.7601815938113159,24.622945209606616,32.2710372313192,0.0,-1.234453390813006,-3.0,0.8560297107385049,0.96
J330EMLE,11.179853816747682,0.6774176068142914,30.359707633495365,38.00779965520795,1.0,-0.9222482911393666,-0.6292516619752295,7.7199554538442365,0.92
8YTSZB2C,15.208771502177049,0.5611676155159157,38.4175430043541,46.06563502606668,0.0,1.0310126000773578,0.0625028473169401,10.0,0.78
FVWFE3K6,12.501919877176116,0.6392708438321372,33.00383975435223,40.651931776064814,1.0,-2.8218912604336785,-0.2757377866993568,7.471276566628841,0.88
XRQTASLE,22.004504692733523,0.36508420405150843,52.009009385467046,59.65710140717963,0.3083441666051199,0.0027480302250152866,-0.11865891126495752,5.025787505616201,0.76
K12NR4N9,28.47061974096318,0.0872350686372666,64.94123948192636,72.16788944100765,0.014977789463633354,-0.30874963000528893,0.3675248009319825,1.6369532841871581,0.5777777777777777
H5Q4ERRC,0.7720004419154444,0.97772477581769,9.544000883830888,17.192092905543472,0.9613853115660552,-3.0,-0.4456158637302578,10.0,0.98
IFQ5DUQ4,24.572472385907975,0.29098831892939137,57.14494477181595,64.79303679352853,0.6097262932755869,-0.5787814173992709,-0.0015867266441410388,8.85083931370322,0.68
TLZU75MF,28.68176279115264,0.15552985831123456,65.36352558230527,72.93080677474778,0.6470273950552122,0.11699105343600283,-0.2999019319697012,5.165679903206003,0.5714285714285714
CMB283XT,26.110794261237352,0.24660173211281733,60.221588522474704,67.86968054418729,1.0,-3.0,-1.9554774537510682,0.572131303527203,0.78
65EF8817,12.719777822998697,0.6329847922710072,33.439555645997395,41.08764766770998,0.0,0.5695245048088442,0.09721793142403032,10.0,0.88
JOB9AH7F,13.930330367414191,0.5898526828772779,35.860660734828386,43.427941927270886,0.0,-3.0,-0.2752009975729595,1.9357234937180292,0.8979591836734694
DDAA1UO5,11.602845922204509,0.6652126345567365,31.205691844409017,38.8537838661216,0.48246254333361094,-0.28525034267475186,-0.20927108463531205,10.0,0.9
1RYZ8NMP,11.34506597611174,0.6726505915541097,30.69013195222348,38.33822397393607,0.49695110431956885,-2.3096493970331906,-3.0,0.7795128789075499,0.94
VRQA95W1,24.09511086056099,0.30476206103597714,56.19022172112198,63.838313742834565,0.38168134103439644,0.4596219977273363,-0.014186683299829307,10.0,0.72
ZAK14ZU8,25.969385447003468,0.25068192801348166,59.938770894006936,67.58686291571952,0.5525194964802291,0.293881756001304,0.018977187942607766,9.488326554187363,0.7
6XCEPJGH,-0.0004998058295815599,1.0000144213478348,7.9990003883408365,15.647092410053421,0.0,-3.0,-3.0,5.346036801317791,1.0
4ZFPW2MZ,23.487356759722832,0.32229813758315995,54.974713519445665,62.62280554115825,0.013242720696664564,1.0979651402659862,-0.09505948317920558,4.140262709180838,0.8
LFYPVQQ6,19.713000789879086,0.43120303038802454,47.42600157975817,55.07409360147076,0.26375220146979816,0.47165310759815643,-0.04024850731279532,10.0,0.86
IZ5NU20E,29.711465581920056,0.1427083189484163,67.4229311638401,75.07102318555269,0.0,1.124199978257841,0.2280369072053452,6.991157082711987,0.62
X2BGHV10,5.376171452860346,0.8448764821197913,18.752342905720692,26.400434927433274,0.0,1.5426985712810188,-0.2718010683853284,10.0,0.96
FWZGY0XU,25.437167776041818,0.2660384839048786,58.874335552083636,66.52242757379622,0.7090457461873594,-0.4927498231807062,-0.06894751400381652,9.685690295184527,0.74
SPDQJPRH,16.26728910929503,0.5306252534662603,40.53457821859006,48.18267024030265,0.0,0.07928072268883692,-3.0,0.6389365960455811,0.9
AUBWTOVF,16.120781920042205,0.534852557374053,40.24156384008441,47.889655861796996,0.306471242599592,0.4334543063549306,-0.07434890974040179,10.0,0.84
MERXBFBB,7.531283560315931,0.778258256244972,23.06256712063186,30.62984831307437,1.0,-0.8423099561886156,-0.6242086136749985,10.0,0.8979591836734694
CXPJ8BXK,19.616974375446162,0.433973767025959,47.233948750892324,54.88204077260491,0.0,1.6091619067185032,-0.1393137196655762,6.533165386541068,0.82
ULXYNFYX,24.915777601129964,0.28108262429914976,57.83155520225993,65.4796472239725,1.0,-0.7559765115288453,-0.33415175572354366,10.0,0.76
4KSYTS11,14.500599308446247,0.5816011457557333,37.001198616892495,44.64929063860508,1.0,-0.33883896884656683,-0.7955908238819882,6.330302669875962,0.88
XM34JFLJ,20.807504995373296,0.3996223145980522,49.61500999074659,57.26310201245918,0.7927220928494656,-0.33490481127326194,-0.2318700729427161,10.0,0.8
EH1ASJPH,14.437030869787986,0.58343534317992,36.87406173957597,44.52215376128856,1.0,-0.5164328064674935,-0.793452150782359,5.809746746586654,0.88
AVJ07QLR,27.866083663277617,0.17954569979576374,63.732167326555235,71.29944851899774,1.0,-0.384471649157922,-0.5639887498846895,4.8345543052120625,0.673469387755102
Y04YO1G7,24.278145172236368,0.2994808071606453,56.556290344472735,64.20438236618531,0.9960018846912637,-0.4726186933628278,-0.4994880842303113,6.93521543308891,0.7
KGCT3D1B,31.466360756873183,0.0920727476247194,70.93272151374637,78.58081353545894,1.0,-0.7813499822925426,-0.34675124933295953,4.905044454429411,0.58
4IPJA54B,11.405352529218185,0.6709110893301307,30.81070505843637,38.458797080148955,0.0,-0.046651170295539474,0.12243769457816568,7.640787729359579,0.88
QADPUMOE,20.29104833101388,0.41452410396816,48.58209666202776,56.230188683740344,0.0,0.25899073913767673,0.14432358705263668,6.32383377207779,0.82
31BHBESS,20.86355051046859,0.3980051828642114,49.72710102093718,57.37519304264976,0.6384607094871656,-0.029789925472511393,-0.2560544552231145,10.0,0.78
QOGZCC68,11.512425623237002,0.6678216128950589,31.024851246474004,38.672943268186586,0.0,-3.0,-3.0,5.722997133226496,0.98
5EVAFKOI,26.272944314356124,0.2419230705625307,60.54588862871225,68.19398065042483,1.0,0.15331586429614263,-2.3442252864125623,0.6871693729070429,0.78
ZCB66JDA,26.138041442677014,0.2458155446419933,60.27608288535403,67.92417490706661,1.0,-2.933782753529805,-0.3260433246206927,2.0935216004201194,0.72
L4OQKLM7,5.16616563120553,0.8478938461928323,18.33233126241106,25.899612454853568,1.0,-0.3319510631885167,-0.7446150702681328,10.0,0.9387755102040817
5VBWGKFO,17.66951960860521,0.49016543371549937,43.33903921721042,50.987131238923006,1.0,-1.1480028711868018,-0.35169066100154467,10.0,0.78
LULB5GYR,29.906403574402905,0.13708359744769927,67.8128071488058,75.46089917051839,0.8030775814490251,0.09769854935127367,-0.33416065278637447,7.366364928345432,0.6
G6R1E33Y,29.64467731503728,0.14463542097684334,67.28935463007457,74.93744665178714,0.9568060340528054,-0.6473574503365317,-0.5959817217301747,2.6603092716769483,0.7
65DQZSPQ,25.42679458325539,0.26633779098070187,58.85358916651078,66.50168118822336,0.0,0.5787504358948252,0.1494713043359247,5.109102661345292,0.76
P0FDEP5V,15.957120215930235,0.5395748359521685,39.91424043186047,47.562332453573056,0.8464458932492628,-1.5067452871365676,-0.5782005157504917,3.502188605302222,0.84
ZKKOEIOD,21.540471148569644,0.3784733819109356,51.08094229713929,58.72903431885187,0.0,-3.0,-1.7568699967253478,0.5568770091960596,0.84
Q6NRG45L,25.01213588150755,0.2783023120341631,58.0242717630151,65.67236378472768,0.5595914303058558,-3.0,0.2037351498772342,2.4453806797117466,0.76
MGE91R3O,22.487718850864777,0.3511415906590426,52.975437701729554,60.62352972344214,0.9824969068318691,-0.547841434605193,-0.37890472414012416,10.0,0.76
6M792YMW,30.334917533058302,0.12471929818562244,68.6698350661166,76.31792708782919,1.0,0.3795292820180777,-0.43882542070315345,4.173465574448712,0.64
2CD0B69O,25.32735405532485,0.2692070381108772,58.6547081106497,66.30280013236228,0.21078942182102003,-0.973601815689639,0.0347201548132893,1.5140408010249715,0.72
31ME01V3,11.308949668983677,0.6736926878978873,30.617899337967355,38.26599135967994,0.053065428739180166,0.4366845923824437,-0.051888849650538575,7.421205482080518,0.9
71LLEFLB,27.996096184854853,0.1922034173971895,63.992192369709706,71.64028439142228,0.6578274109973996,0.07023081673544534,-0.3040615707522022,5.423247143170611,0.66
78KLS8FR,19.50506695439274,0.43720273265380805,47.01013390878548,54.65822593049806,0.4330709323232057,-1.7143196922198112,-0.04713621086555137,3.303749339783518,0.8
KNERI0ML,13.36557817626279,0.6143509329298383,34.73115635252558,42.379248374238166,0.0,0.6611468877765152,-0.4946245904398021,3.0229119683040087,0.92
9CKX44CO,20.098677465748978,0.4200747538347438,48.197354931497955,55.84544695321054,0.0,1.383198079392927,0.0008430314236181108,10.0,0.7
SCZ5DPG9,6.6498872586978806,0.8081248125881173,21.29977451739576,28.947866539108347,0.3197442594183223,0.8005337136695754,-0.3562472438950265,10.0,0.96
B2CFWWQJ,21.5132012914107,0.3792602236647149,51.0264025828214,58.67449460453398,0.8861133198598956,-1.393487481791272,-0.2799411265722578,4.349292074146551,0.86
R7G6H8LP,19.475588068733472,0.3891883842356947,46.951176137466945,54.265741723423325,0.927878233087871,-1.6116854546755859,-0.4178976153780731,4.137971172203729,0.8043478260869565
H04ZVH49,22.39971237946184,0.3536809206562257,52.79942475892368,60.44751678063626,0.45292732680671716,0.38955100209001975,-0.1127962828421624,10.0,0.74
EYV4366S,26.499176160369636,0.21979122379166693,60.99835232073927,68.56563351318178,0.5596287821855762,0.13486106297044728,-0.16337741172150944,9.265719007948256,0.6326530612244898
Z1VJ15F0,14.100611367012718,0.5931423581461641,36.201222734025436,43.84931475573802,1.0,-0.8945145999596491,-0.5697512322791313,8.252439496262813,0.86
5B9N6IL8,23.41125725379771,0.32449390517940546,54.82251450759542,62.47060652930801,1.0,-2.094600763695799,-0.3985487170837239,3.2635214162256907,0.74
PAWXOLHN,21.34027182381605,0.3842499133711622,50.6805436476321,58.328635669344685,0.0,0.9452092167316168,0.15954857897384186,9.31217606498021,0.76
XYWQCXF1,17.261419261837585,0.5019407206448336,42.52283852367517,50.170930545387755,0.856341018204788,-1.963192774896553,-0.4414503798208676,3.522217715316779,0.84
8R5PPMRT,27.053118728894034,0.21941199538488476,62.10623745778807,69.75432947950065,1.0,-0.8775645041784876,-0.3926335284220417,6.6979366462033525,0.72
BKRUDJZS,21.520886815515002,0.3790384663144766,51.041773631030004,58.68986565274259,0.2775464128529,0.46253962914138325,-0.03385240843409902,9.407103843087409,0.76
06TCS2X1,18.399358542692905,0.4691067334983793,44.79871708538581,52.446809107098396,0.0,0.551487389165443,0.5066481794031652,10.0,0.78
K7V9D9OJ,22.831369528248352,0.34122592809785424,53.662739056496704,61.31083107820929,0.9134987057108563,-0.6677577846288295,-0.11211580493355788,10.0,0.7
SUI6H62Y,7.28896092338214,0.7896850444520629,22.57792184676428,30.226013868476862,1.0,-0.8853482312605814,-0.5896737200082564,9.94633060222224,0.94
RBDA9YKD,19.836369824637572,0.427643352495118,47.672739649275144,55.32083167098773,0.33673124973704,0.04671944180173678,-0.045060420180229196,7.980984367370413,0.8
EWEL91GD,15.7288282672754,0.5461619491961527,39.4576565345508,47.105748556263386,0.29594384033143223,0.4165632730785979,-0.09360864366783277,9.871892944603117,0.82
