ID,neg_llh,r2,AIC,BIC,b,beta,test_acc
K7V9D9OJ,30.54221511274454,0.11873795438159007,65.08443022548909,68.90847623634536,0.7400348298467759,1.1449689764251898,0.7
SUI6H62Y,11.347376135030093,0.6725839344578063,26.694752270060185,30.518798280916478,-1.0,2.751691294941928,0.94
RBDA9YKD,25.01912118690927,0.27810075872492,54.03824237381854,57.862288384674834,-1.0,1.3863318199158015,0.8
EWEL91GD,20.247174263196797,0.4157900419694266,44.494348526393594,48.31839453724989,-1.0,1.8153497866898503,0.86
G8ACXQ1I,26.34439808156888,0.2398613506503171,56.68879616313776,60.51284217399405,-1.0,1.265699023623689,0.78
63R7N045,34.013600019607615,0.0185749585786269,72.02720003921523,75.85124605007152,-0.9912642931668646,0.3256246304660034,0.58
INDP9D1Z,34.013600019607665,0.018574958578625456,72.02720003921533,75.85124605007162,-0.9912641750929002,0.32562470641913144,0.58
PK1EQ7GG,33.20220633820527,0.041986831385982915,70.40441267641054,74.22845868726684,-1.0,0.48955842957960816,0.62
H4VWDUJF,28.651845866571126,0.17328248111965783,61.30369173314225,65.12773774399854,-1.0,1.0459932843810729,0.74
FAL3UZA1,0.0017699247610887617,0.9999489307664886,4.003539849522178,7.82758586037847,-1.0,10.0,1.0
AZCEER54,31.342472888621188,0.09564739588778859,66.68494577724238,70.50899178809867,-1.0,0.7537883728407365,0.68
KJ2KEPZX,30.54221511274456,0.1187379543815894,65.08443022548911,68.90847623634541,-1.0,0.8473169535305349,0.7
42FPD463,29.646665882373632,0.14457804305215072,63.293331764747265,67.11737777560356,-1.0,0.944483343801038,0.72
ZIPHUMXZ,18.34524957363535,0.4706679883249182,40.6904991472707,44.51454515812699,-1.0,1.992502142834145,0.88
NPK6DLQB,25.019121186909267,0.2781007587249201,54.038242373818534,57.86228838467483,-1.0,1.3863318510316653,0.8
5G72WPOC,34.656359038622114,2.885359424953382e-05,73.31271807724423,77.13676408810052,-1.0,1e-05,0.5
T90JP02U,16.253148679572362,0.531033260022999,36.506297359144725,40.33034337000102,-1.0,2.1973132710460086,0.9
PVHJ209L,31.709930400707993,0.026643418382221284,67.41986080141598,71.1201560048361,-1.0,0.3877727016543453,0.5957446808510638
3Y0LRDVE,27.520739836725095,0.09763557081730379,59.04147967345019,62.60985894128671,-1.0,0.7621568554770808,0.6818181818181818
WXYY3SZ4,11.347376135030089,0.6725839344578064,26.694752270060178,30.51879828091647,-1.0,2.7516913385364297,0.94
2L8WK0ZR,16.2531486795723,0.5310332600230008,36.5062973591446,40.33034337000089,-1.0,2.1973133850977953,0.9
1D7DJOTV,4.900955673995776,0.8585883110701933,13.801911347991553,17.625957358847845,-1.0,3.8923058483454764,0.98
8F6ELM9X,16.25314867957229,0.531033260023001,36.50629735914458,40.330343370000875,-1.0,2.197313406338648,0.9
9EDMK667,26.344398081568897,0.23986135065031666,56.688796163137795,60.51284217399409,-1.0,1.265699065265791,0.78
PVMJNOXS,28.65184586657123,0.17328248111965494,61.30369173314246,65.12773774399875,-1.0,1.0459932390177316,0.74
2AEMFXN6,29.646665882373714,0.1445780430521484,63.29333176474743,67.11737777560371,0.7472381252420416,1.263965588818981,0.72
9VBB05E6,26.344398081568905,0.23986135065031644,56.68879616313781,60.5128421739941,-1.0,1.2656989426395395,0.78
WT53E3JR,34.01360001960769,0.01857495857862468,72.02720003921539,75.85124605007168,1.0,0.32277980626385694,0.58
TS4M6X87,0.0017699247610887617,0.9999489307664886,4.003539849522178,7.82758586037847,-1.0,10.0,1.0
9PILLPD2,30.542215112744568,0.11873795438158918,65.08443022548914,68.90847623634542,-1.0,0.8473168358321953,0.7
5A1L6UBR,30.542215112744554,0.11873795438158963,65.08443022548911,68.9084762363454,-1.0,0.8473168620066568,0.7
XA738UZ2,0.0017699247610887617,0.9999489307664886,4.003539849522178,7.82758586037847,-1.0,10.0,1.0
PS0KXBV4,23.56867435050458,0.3199518078840027,51.13734870100916,54.96139471186545,-1.0,1.5163908603616587,0.82
KDX7EP4L,33.20220633820528,0.04198683138598269,70.40441267641056,74.22845868726685,-1.0,0.48955841089665175,0.62
XUTKVQ8I,25.019121186909256,0.27810075872492046,54.03824237381851,57.862288384674805,-1.0,1.3863318695012805,0.8
ZL3C854P,8.396207396718443,0.7577366645295813,20.792414793436887,24.61646080429318,-1.0,3.1782902238388204,0.96
ENZ2ZHCC,27.55299641435164,0.20498857422767003,59.10599282870328,62.93003883955957,-1.0,1.1527071900750459,0.76
4RPF42BC,33.20220633820531,0.041986831385981915,70.40441267641062,74.22845868726691,-1.0,0.4895583359932716,0.62
08W0Z2BK,21.982493980067275,0.3657192989717091,47.96498796013455,51.78903397099084,-1.0,1.6582783947937891,0.84
T3FBJXCY,31.342472888621188,0.09564739588778859,66.68494577724238,70.50899178809867,-1.0,0.7537883257156236,0.68
32YYU5O8,13.937468598433327,0.5978496634098918,31.874937196866654,35.69898320772295,-1.0,2.4424596813274175,0.92
